Frame, SubFrame, COPx(mm), COPy(mm)
1,0,-19.125,211.85
1,1,-20.06,209.22
1,2,-19.386,210.97
1,3,-20.308,210.08
1,4,-19.202,210.3
2,0,-18.786,209.52
2,1,-21.906,209.9
2,2,-17.546,210.19
2,3,-19.653,209.99
2,4,-19.651,210.98
3,0,-21.027,212.46
3,1,-20.112,210.76
3,2,-20.504,211.36
3,3,-19.571,210.58
3,4,-20.151,211.07
4,0,-19.528,211.06
4,1,-20.215,210.38
4,2,-19.946,211.88
4,3,-20.057,210.99
4,4,-18.829,211.66
5,0,-20.019,210.29
5,1,-20.82,209.99
5,2,-19.444,209.49
5,3,-19.998,210.19
5,4,-18.014,210.01
6,0,-20.984,210.52
6,1,-18.958,210.29
6,2,-19.423,211.57
6,3,-21.228,211.76
6,4,-19.97,211.47
7,0,-18.685,211.37
7,1,-21.085,211.64
7,2,-19.322,210.79
7,3,-20.425,211.19
7,4,-19.535,211.96
8,0,-20.411,210.59
8,1,-19.944,212.74
8,2,-19.317,210.11
8,3,-19.38,211.18
8,4,-21.172,209.9
9,0,-19.279,209.91
9,1,-19.935,211.77
9,2,-19.39,209.91
9,3,-19.376,210.1
9,4,-21.132,210.59
10,0,-19.119,210.4
10,1,-20.629,211.37
10,2,-20.816,210.78
10,3,-19.994,210.77
10,4,-20.38,212.06
11,0,-19.024,210.69
11,1,-21.075,211.57
11,2,-20.468,210.32
11,3,-18.73,212.07
11,4,-20.176,211
12,0,-19.112,211.38
12,1,-20.47,210.59
12,2,-19.036,212.44
12,3,-20.356,212.35
12,4,-20.511,210.09
13,0,-19.475,210.09
13,1,-21.682,211.84
13,2,-18.946,210.3
13,3,-21.69,211.87
13,4,-20.434,210.69
14,0,-20.66,212.35
14,1,-20.666,210.99
14,2,-20.952,210
14,3,-20.28,212.36
14,4,-20.524,211.18
15,0,-18.247,210.8
15,1,-21.336,210.31
15,2,-19.788,210.76
15,3,-22.443,211.09
15,4,-19.855,210.11
16,0,-20.617,208.92
16,1,-20.834,211.87
16,2,-20.572,211.27
16,3,-20.097,210.1
16,4,-20.171,211.19
17,0,-21.112,210.78
17,1,-20.59,210.78
17,2,-20.36,210.77
17,3,-21.65,209.23
17,4,-20.539,211.76
18,0,-21.299,209.9
18,1,-19.815,211.78
18,2,-21.601,210.7
18,3,-21.685,210.6
18,4,-19.703,211.08
19,0,-22.708,210.39
19,1,-19.045,210.21
19,2,-21.641,211.87
19,3,-19.175,210.5
19,4,-20.723,210.89
20,0,-20.506,211.46
20,1,-20.113,212.75
20,2,-19.561,210.49
20,3,-21.058,211.1
20,4,-20.335,212.45
21,0,-21.919,210.32
21,1,-20.074,210.78
21,2,-20.93,210.69
21,3,-20.201,212.17
21,4,-20.991,211.12
22,0,-20.452,210.99
22,1,-19.91,211.39
22,2,-21.654,210.22
22,3,-19.995,210.8
22,4,-21.95,209.92
23,0,-20.531,210.51
23,1,-20.215,209.72
23,2,-20.801,209.45
23,3,-21.37,210.3
23,4,-21.031,210.7
24,0,-21.145,210.63
24,1,-19.821,210.21
24,2,-21.543,209.04
24,3,-20.924,211.29
24,4,-21.838,209.84
25,0,-19.853,212.29
25,1,-20.523,210.53
25,2,-20.879,211.77
25,3,-21.308,210.62
25,4,-20.969,210.91
26,0,-21.369,211.01
26,1,-21.296,209.22
26,2,-20.069,210.92
26,3,-20.335,210.72
26,4,-21.183,209.64
27,0,-20.639,211.38
27,1,-22.403,212.1
27,2,-21.677,210.13
27,3,-21.231,210.44
27,4,-20.768,209.24
28,0,-21.02,210.91
28,1,-22.211,209.54
28,2,-20.776,211.98
28,3,-21.814,210.14
28,4,-21.998,210.81
29,0,-20.593,210.11
29,1,-20.894,210.52
29,2,-20.698,210.43
29,3,-20.932,210.32
29,4,-21.316,208.65
30,0,-20.369,210.13
30,1,-20.531,209.65
30,2,-20.5,210.6
30,3,-21.276,210.91
30,4,-21.29,209.91
31,0,-21.538,209.55
31,1,-22.135,209.53
31,2,-20.863,209.82
31,3,-21.22,209.75
31,4,-21.201,212.17
32,0,-21.99,209.46
32,1,-21.168,210.71
32,2,-21.599,209.24
32,3,-21.154,209.08
32,4,-21.782,209.84
33,0,-21.533,210.9
33,1,-21.153,210.44
33,2,-21.772,209.64
33,3,-21.463,209.36
33,4,-22.265,212.07
34,0,-21.184,209.85
34,1,-20.862,210.35
34,2,-23.24,210.34
34,3,-21.703,209.05
34,4,-20.509,210.71
35,0,-21.794,209.45
35,1,-20.655,211.12
35,2,-22.224,210.14
35,3,-21.029,209.75
35,4,-21.249,210.17
36,0,-21.166,209.36
36,1,-21.874,209.65
36,2,-22.049,209.93
36,3,-22.473,208.87
36,4,-20.975,209.76
37,0,-21.418,208.38
37,1,-21.878,210.04
37,2,-21.163,209.18
37,3,-21.431,209.75
37,4,-21.207,209.26
38,0,-21.446,208.59
38,1,-20.552,209.45
38,2,-21.615,210.91
38,3,-21.278,209.55
38,4,-21.793,210.25
39,0,-21.085,210.25
39,1,-22.329,210.94
39,2,-20.507,210.15
39,3,-22.897,209.25
39,4,-20.927,209.36
40,0,-21.564,208.95
40,1,-21.907,208.97
