Frame, SubFrame, COPx(mm), COPy(mm)
1,0,-23.691,229.67
1,1,-24.06,228.32
1,2,-22.526,228.46
1,3,-24.278,228.29
1,4,-23.524,227.54
2,0,-22.787,229.07
2,1,-23.624,228.02
2,2,-24.051,226
2,3,-23.066,228.2
2,4,-25.033,228.17
3,0,-23.753,226.97
3,1,-24.508,227.63
3,2,-24.796,227.9
3,3,-23.153,227.96
3,4,-24.183,227.96
4,0,-22.861,226.7
4,1,-23.284,226.98
4,2,-23.793,229.21
4,3,-23.778,226.29
4,4,-22.781,228.21
5,0,-22.942,228.39
5,1,-23.48,226.7
5,2,-23.887,228.92
5,3,-23.886,226.47
5,4,-23.433,228.27
6,0,-21.869,230.1
6,1,-25.045,226.54
6,2,-22.625,227.08
6,3,-23.099,229.66
6,4,-22.755,227.36
7,0,-22.435,228.18
7,1,-23.805,226.67
7,2,-23.495,227.62
7,3,-22.405,227.48
7,4,-23.587,226.44
8,0,-23.341,227.54
8,1,-24.057,227.02
8,2,-24.444,226.29
8,3,-21.896,227.04
8,4,-24.622,229
9,0,-21.786,227.7
9,1,-24.305,227.91
9,2,-22.633,227.9
9,3,-23.969,227.61
9,4,-23.141,227.75
10,0,-24.034,226.11
10,1,-23.107,227.09
10,2,-23.544,228.34
10,3,-23.119,225.35
10,4,-23.149,227.25
11,0,-23.426,227.89
11,1,-23.221,227.54
11,2,-22.608,226.54
11,3,-23.825,226.29
11,4,-22.848,225.77
12,0,-22.275,226.24
12,1,-22.964,225.48
12,2,-21.679,227.39
12,3,-23.663,225.75
12,4,-22.146,226.67
13,0,-20.151,226.81
13,1,-22.828,225.5
13,2,-22.765,225.88
13,3,-22.968,225.71
13,4,-23.032,227.21
14,0,-20.442,225.96
14,1,-23.627,225.97
14,2,-21.542,227.2
14,3,-22.492,226.53
14,4,-21.949,226.22
15,0,-22.143,226.13
15,1,-23.42,225.94
15,2,-21.395,226.86
15,3,-23.054,225.07
15,4,-22.577,226.82
16,0,-22.045,226.58
16,1,-23.105,225.71
16,2,-23.262,226.76
16,3,-21.675,226.99
16,4,-21.75,226.41
17,0,-21.113,225.92
17,1,-23.214,226.46
17,2,-21.983,226.71
17,3,-22.693,225.51
17,4,-22.71,226.35
18,0,-21.596,225.33
18,1,-21.939,225.07
18,2,-21.604,226.6
18,3,-21.831,224.2
18,4,-21.541,226.82
19,0,-22.206,225.38
19,1,-21.622,225.13
19,2,-21.81,225.17
19,3,-21.985,224.58
19,4,-22.322,225.1
20,0,-21.569,225.34
20,1,-23.499,224.32
20,2,-20.361,225
20,3,-22.878,226.18
20,4,-20.505,224.81
21,0,-20.996,224.44
21,1,-21.826,224.29
21,2,-21.311,224.81
21,3,-20.94,224.25
21,4,-21.665,225.4
22,0,-20.767,224.28
22,1,-22.721,226.01
22,2,-20.818,224.8
22,3,-21.948,225.07
22,4,-20.677,225.78
23,0,-22.419,224.28
23,1,-21.281,224.53
23,2,-20.756,226.12
23,3,-22.69,223.72
23,4,-20.672,225.2
24,0,-22.319,224.52
24,1,-21.251,223.32
24,2,-21.561,223.99
24,3,-20.701,223.6
24,4,-21.4,223.85
25,0,-19.754,221.97
25,1,-21.634,223.49
25,2,-20.117,222.29
25,3,-21.201,223.39
25,4,-20.21,223.14
26,0,-21.359,222.47
26,1,-20.352,222.4
26,2,-21.013,223.4
26,3,-21.939,221.7
26,4,-20.631,224.49
27,0,-21.341,222.47
27,1,-20.965,223.9
27,2,-21.829,222.57
27,3,-22.494,223.52
27,4,-20.795,222.99
28,0,-20.73,221.59
28,1,-21.446,222.37
28,2,-20.369,222.3
28,3,-22.123,223.77
28,4,-20.246,223.79
29,0,-21.814,222.3
29,1,-21.126,223.34
29,2,-20.082,221.84
29,3,-21.673,221.77
29,4,-21.448,224.13
30,0,-22.602,222.29
30,1,-21.043,223.35
30,2,-21.997,222.1
30,3,-21.132,223.33
30,4,-20.833,222.8
31,0,-21.858,222.67
31,1,-21.422,221.72
31,2,-21.925,220.94
31,3,-22.991,222.36
31,4,-20.921,220.27
32,0,-21.558,221.96
32,1,-20.775,221.38
32,2,-21.56,220.7
32,3,-22.154,221.41
32,4,-21.671,220.4
33,0,-20.1,219.78
33,1,-21.035,222.1
33,2,-20.959,219.35
33,3,-21.278,220.66
33,4,-20.719,220.63
34,0,-21.771,222.17
34,1,-21.592,220.63
34,2,-21.543,220.51
34,3,-22.154,220.67
34,4,-20.09,221.89
35,0,-22.732,220.34
35,1,-20.839,220.19
35,2,-22.029,220.17
35,3,-22.013,221.02
35,4,-21.242,220.57
36,0,-21.087,220.29
36,1,-21.663,220.91
36,2,-20.535,218.88
36,3,-21.517,220.61
36,4,-20.98,219.4
37,0,-22.27,221.11
37,1,-21.828,220.6
37,2,-20.549,218.92
37,3,-20.853,218.79
37,4,-21.579,220.09
38,0,-21.886,219.05
38,1,-20.363,221.15
38,2,-21.283,219.39
38,3,-20.411,220.23
38,4,-20.655,219.76
39,0,-22.59,219.49
39,1,-22.669,219.14
39,2,-20.936,218.76
39,3,-22.359,218.46
39,4,-20.748,219.02
40,0,-21.134,219.19
40,1,-20.384,219.31
40,2,-22.149,219.17
40,3,-22.884,218.88
40,4,-22.269,220.57
41,0,-22.213,220.3
