Frame, SubFrame, COPx(mm), COPy(mm)
1,0,-26.223,206.28
1,1,-25.962,207.47
1,2,-27.025,206.27
1,3,-25.312,207.48
1,4,-27.442,209.12
2,0,-26.439,207.76
2,1,-26.259,209.12
2,2,-26.224,207.37
2,3,-25.438,207.86
2,4,-26.708,207.95
3,0,-26.434,207.07
3,1,-25.067,207.78
3,2,-28.068,206.67
3,3,-26.017,207.48
3,4,-26.54,207.47
4,0,-25.97,206.29
4,1,-26.858,206.77
4,2,-26.961,206.4
4,3,-26.475,207.08
4,4,-25.657,205.41
5,0,-27.917,205
5,1,-25.137,207.37
5,2,-27.066,206.4
5,3,-27.154,205.42
5,4,-27.317,206.49
6,0,-25.585,206.79
6,1,-27.413,205.7
6,2,-25.941,205.41
6,3,-27.172,206.41
6,4,-27.603,206.69
7,0,-26.805,207.09
7,1,-27.368,207.47
7,2,-28.066,205.89
7,3,-25.461,208.05
7,4,-28.153,207.56
8,0,-25.741,208.63
8,1,-25.692,208.54
8,2,-26.831,207.28
8,3,-26.595,208.05
8,4,-26.09,209.13
9,0,-25.988,207.19
9,1,-26.532,209.61
9,2,-26.93,207.38
9,3,-25.61,207.56
9,4,-26.749,207.08
10,0,-26.356,206.69
10,1,-26.22,208.15
10,2,-25.57,206.67
10,3,-26.454,206.01
10,4,-27.379,208.71
11,0,-26.317,205
11,1,-26.217,207.26
11,2,-26.829,207.25
11,3,-25.723,206.87
11,4,-26.596,206.47
12,0,-26.252,206.96
12,1,-26.65,205.49
12,2,-27.853,207.83
12,3,-26.509,207.86
12,4,-27.982,207.65
13,0,-27.917,208.15
13,1,-26.978,207.84
13,2,-26.513,206
13,3,-28.748,207.75
13,4,-26.512,206.66
14,0,-27.256,207.55
14,1,-27.769,207.95
14,2,-27.531,207.07
14,3,-26.577,207.85
14,4,-28.07,208.14
15,0,-25.678,207.47
15,1,-27.418,208.33
15,2,-26.501,207.46
15,3,-25.262,208.24
15,4,-27.13,207.75
16,0,-25.562,207.75
16,1,-25.382,209.33
16,2,-28.403,208.13
16,3,-24.667,208.35
16,4,-27.828,208.92
17,0,-26.834,207.48
17,1,-25.902,207.25
17,2,-27.134,207.37
17,3,-26.547,208.82
17,4,-26.432,208.53
18,0,-26.762,206.96
18,1,-25.756,207.55
18,2,-28.197,206.28
18,3,-26.274,207.07
18,4,-26.968,208.02
19,0,-25.933,206.1
19,1,-27.696,208.82
19,2,-26.505,207.35
19,3,-26.472,207.27
19,4,-27.767,208.42
20,0,-27.984,207.55
20,1,-26.281,208.53
20,2,-28.027,208.44
20,3,-26.754,207.56
20,4,-28.063,207.73
21,0,-26.12,207.26
21,1,-26.054,208.93
21,2,-27.715,207.77
21,3,-27.715,208.05
21,4,-27.389,209.23
22,0,-28.01,207.55
22,1,-26.673,209.51
22,2,-27.517,207.84
22,3,-26.201,209.31
22,4,-28.169,208.14
23,0,-27.679,208.63
23,1,-26.669,208.33
23,2,-26.66,207.76
23,3,-27.866,207.26
23,4,-27.02,209.4
24,0,-26.909,208.15
24,1,-26.713,209.68
24,2,-28.117,207.55
24,3,-26.717,208.23
24,4,-27.091,209.59
25,0,-26.563,208.32
25,1,-27.977,208.62
25,2,-27.281,210.17
25,3,-26.098,207.84
25,4,-27.135,208.8
26,0,-26.567,207.83
26,1,-26.081,209.9
26,2,-28.486,208.82
26,3,-27.12,208.72
26,4,-27.416,208.52
27,0,-26.449,208.9
27,1,-27.04,207.85
27,2,-27.865,208.61
27,3,-26.853,208.52
