Frame, SubFrame, COPx(mm), COPy(mm)
19,0,108.19,218.53
19,1,107.84,218.76
19,2,107.15,217.99
19,3,108.05,218.47
19,4,108.4,218.24
20,0,107.32,218.99
20,1,108.34,217.84
20,2,107.72,219.04
20,3,107.95,216.88
20,4,108.48,218.64
21,0,107.63,217.35
21,1,107.86,218.06
21,2,107.92,218.75
21,3,108.33,217.97
21,4,107.22,217.41
22,0,107.87,217.17
22,1,107.98,218.36
22,2,106.77,216.42
22,3,108.68,217.93
22,4,107.33,218.27
23,0,107.56,217.2
23,1,108.33,217.72
23,2,108.22,217.28
23,3,107.84,216.99
23,4,108.27,216.57
24,0,107.64,217.28
24,1,108.11,216.16
24,2,108.19,218.9
24,3,107.6,217.92
24,4,108.25,218.61
25,0,107.85,218.24
25,1,108.18,217.38
25,2,108.06,216.51
25,3,108.9,217.63
25,4,107.65,217.49
26,0,107.8,216.8
26,1,107.7,217.65
26,2,107.17,216.5
26,3,107.95,217.65
26,4,107.26,217.49
27,0,107.88,217.78
27,1,107.78,216.8
27,2,108.23,216.96
27,3,106.96,216.93
27,4,107.98,216.57
28,0,107.78,218.15
28,1,107.63,215.71
28,2,108.44,217.07
28,3,107.91,216.68
28,4,108.98,216.55
29,0,107.97,217.57
29,1,108.63,216.77
29,2,108.15,217.4
29,3,107.89,216.66
29,4,108.44,218.24
30,0,107.94,215.99
30,1,108.82,217.54
30,2,107.75,217.76
30,3,108.39,217.58
30,4,108.03,218.04
31,0,107.98,217.16
31,1,107.9,215.29
31,2,107.99,217.34
31,3,107.64,216.79
31,4,108.18,216.28
32,0,108.36,217.33
32,1,107.69,215.71
32,2,108.5,216.94
32,3,107.83,217.57
32,4,108.1,216.38
33,0,108.12,216.28
33,1,108.74,217.05
33,2,107.98,216.26
33,3,108.18,216.46
33,4,108.31,217.35
34,0,108.69,215.88
34,1,108.24,217.03
34,2,107.81,215.56
34,3,108.61,217.04
34,4,108.42,216.68
35,0,109.18,217.2
35,1,107.9,216.67
35,2,108.43,215.87
35,3,108.32,217.52
35,4,108.04,214.31
36,0,108.73,216.43
36,1,108.15,216.65
36,2,108.48,216.14
36,3,108.09,216.25
36,4,108.34,216.83
37,0,108.33,215
37,1,108.16,216.72
37,2,108.05,216.13
37,3,107.36,214.79
37,4,108.95,216.51
38,0,107.76,215.88
38,1,108.48,216.32
38,2,108.57,216.63
38,3,108.7,216.25
38,4,108.42,215.56
39,0,108.33,217.01
39,1,108,216.35
39,2,108.51,215.37
39,3,108.71,216.42
39,4,108.35,215.57
40,0,108.61,216.93
40,1,108.02,216.45
40,2,108.47,216.34
40,3,108.3,215.77
40,4,108.97,216.06
41,0,108.57,216.54
41,1,108.57,215.37
41,2,108.61,216.22
41,3,107.66,213.92
41,4,108.68,215.93
42,0,108.48,216.02
42,1,108.81,215.64
42,2,107.72,215.57
42,3,108.81,216.11
42,4,108.25,214.87
43,0,108.97,214.43
43,1,108.47,215.73
43,2,108.39,213.7
43,3,109.25,215.8
43,4,108.28,214.79
44,0,108.4,214.56
44,1,108.81,215.34
44,2,109.07,215.53
44,3,108.67,213.8
44,4,109.16,215.51
45,0,109.34,215.6
45,1,109.34,214.57
45,2,109.33,215.42
45,3,109.23,214.48
45,4,108.95,214.56
46,0,109.19,215.55
46,1,108.95,214.56
46,2,109.23,213.7
46,3,109.8,214.37
46,4,109.08,214.97
47,0,109.46,214.48
47,1,109.55,215.54
47,2,109.64,213.82
47,3,109.65,215.48
47,4,109.41,214.95
48,0,109.63,215.75
48,1,109.64,214.58
48,2,110.05,214.86
48,3,109.02,214
48,4,110.2,213.9
49,0,109.77,215.64
49,1,109.38,213.95
49,2,109.82,215.06
49,3,109.86,213.8
49,4,109.99,214.7
50,0,110.04,214.81
50,1,110.46,214.38
50,2,109.56,213.65
50,3,110.59,214.47
50,4,109.69,214.72
51,0,110.63,212.63
51,1,110.85,214
51,2,109.63,213.74
51,3,110.39,213.93
51,4,110.23,214.49
52,0,110.86,213.7
52,1,110.71,213.33
52,2,110.61,214.22
52,3,110.42,214.01
52,4,110.75,213.04
53,0,110.69,214.51
53,1,110.85,213.64
53,2,111.14,214.58
53,3,110.47,214.23
53,4,110.65,215
54,0,110.41,213.83
54,1,110.94,214.57
54,2,110.94,214.79
54,3,110.98,213.91
54,4,111.31,214.67
55,0,111.08,213.5
55,1,111.54,214.19
55,2,110.88,214.57
55,3,111.63,215.35
55,4,111.78,213.89
56,0,112.15,214.18
56,1,111.17,214.13
56,2,112.05,213.98
56,3,111.91,214.47
56,4,111.82,213.33
57,0,112.36,214.29
57,1,111.47,214.49
57,2,111.89,214.37
57,3,112.28,214.59
57,4,112.51,214.29
58,0,112.18,214.31
58,1,112.18,214.58
58,2,112.45,214.81
58,3,112.45,213.71
58,4,112.68,214.39
59,0,112.27,214.41
59,1,112.78,214.19
59,2,112.41,214.02
59,3,112.73,214.68
59,4,112.64,213.93
60,0,113.18,214.31
60,1,112.67,214.2
60,2,113.47,214.69
60,3,112.75,214.9
60,4,112.67,212.96
61,0,113.12,214.51
61,1,113.04,213.14
61,2,113.07,214.9
61,3,113.36,213.35
61,4,113.82,213.92
62,0,112.79,214.34
62,1,114.15,213.83
62,2,113.87,214.13
62,3,113.7,213.36
62,4,113.63,214.04
63,0,113.21,214.05
63,1,113.21,214.63
63,2,113.41,212.87
63,3,113.95,213.63
63,4,113.08,213.59
64,0,114.56,213.53
64,1,113.26,214.74
64,2,113.78,212.68
64,3,113.86,213.85
64,4,113.66,212.78
65,0,113.82,213.73
65,1,114.01,213.57
65,2,113.63,213.67
65,3,114.26,212.59
65,4,114.83,214.51
66,0,114.77,213.17
66,1,115.03,213.85
66,2,115.08,214.06
66,3,114.96,212.3
66,4,114.68,214.25
67,0,114.69,213.18
67,1,114.88,214.35
67,2,114.8,213.09
67,3,115.39,214.16
67,4,114.74,213.08
68,0,115.49,212.89
68,1,115.17,212.78
68,2,115.28,212.21
68,3,115.49,213.28
68,4,115.58,212.48
69,0,115.22,213.48
69,1,115.35,212.49
69,2,116.01,213.57
69,3,114.72,212.91
69,4,115.7,213.76
70,0,115.3,213.67
70,1,115.78,212.41
70,2,116.41,213.47
70,3,115.72,213.2
70,4,115.86,213.39
71,0,116.27,213.28
71,1,116.28,213.79
71,2,115.73,212.53
71,3,116.15,213.97
71,4,115.99,213.09
72,0,116.04,213.12
72,1,116.67,213.69
72,2,116.41,212.81
72,3,116.35,213.01
72,4,116.11,213.21
73,0,116.56,213.23
73,1,116.37,211.75
73,2,117.04,212.81
73,3,116.23,212.43
73,4,116.51,213.12
74,0,116.76,213
74,1,116.75,211.05
74,2,116.67,212.82
74,3,116.96,212.24
74,4,117.02,212.63
75,0,118,212.33
75,1,117.66,212.92
75,2,116.65,212.74
75,3,117.31,212.63
75,4,117.8,212.93
76,0,117.61,212.25
76,1,118.21,212.64
76,2,117.55,211.85
76,3,117.66,212.05
76,4,117.84,212.35
77,0,118.28,212.34
77,1,117.21,211.79
77,2,118.14,211.76
77,3,117.56,212.57
77,4,117.83,211.68
78,0,118.81,211.66
78,1,118.02,210.8
78,2,117.78,210.5
78,3,117.75,211.48
78,4,118.26,211.49
79,0,118.24,209.53
79,1,118.34,212.85
79,2,118.02,211.79
79,3,119.23,210.31
79,4,119.28,211.99
80,0,118.55,211.42
80,1,118.43,211.39
80,2,118.99,211.99
80,3,118.79,210.91
80,4,118.73,210.54
81,0,119.52,212.95
81,1,118.65,210.83
81,2,118.96,212.5
81,3,119.11,212.78
81,4,119.11,210.53
82,0,118.93,212.48
82,1,119.03,211.03
82,2,119.34,212.19
82,3,119.54,210.52
82,4,119.44,212.2
83,0,118.74,210.64
83,1,119.89,211.01
83,2,119.73,212.87
83,3,119.7,210.63
83,4,120.1,211.5
84,0,119.45,211.71
84,1,119.83,211.4
84,2,120.39,212
84,3,120.25,211.1
84,4,119.58,210.24
85,0,120.35,212.37
85,1,119.6,211.51
85,2,120.66,211.01
85,3,120.49,211.58
85,4,120.36,211.39
86,0,120.38,210.71
86,1,120.46,212.07
86,2,120.87,212.45
86,3,121.02,211.18
86,4,120.88,212.64
87,0,120.48,211.68
87,1,120.81,212.25
87,2,120.93,212.54
87,3,120.67,211.08
87,4,120.54,212.56
88,0,120.64,211.85
88,1,120.66,212.84
88,2,120.66,211.36
88,3,121.08,212.94
88,4,119.95,212.54
89,0,121.25,212.24
89,1,121.17,211.64
89,2,121.15,211.86
89,3,120.68,212.34
89,4,121.38,211.63
90,0,120.65,212.04
90,1,121.5,212.03
90,2,121.53,213.6
90,3,120.54,212.55
90,4,122.09,212.72
91,0,121.6,213.51
91,1,120.91,212.83
91,2,121.7,213.72
91,3,121.55,213.11
91,4,121.16,212.62
92,0,121.69,214.19
92,1,121.11,213.41
92,2,121.7,212.03
92,3,121.59,215.34
92,4,121.16,214.1
93,0,121.62,213.2
93,1,121.69,214.4
93,2,121.65,213.11
93,3,121.08,213.87
93,4,121.86,213.08
94,0,122.31,214.67
94,1,121.71,213.08
94,2,121.33,214.85
94,3,121.3,212.59
94,4,122.23,213.57
95,0,122.01,213.96
95,1,122.12,213.58
95,2,121.86,214.07
95,3,122.21,214.56
95,4,121.66,214.55
96,0,121.78,213.07
96,1,122.45,214.37
96,2,121.43,213.19
96,3,122.64,214.54
96,4,121.6,215.45
97,0,121.97,213.96
97,1,122.44,214.95
97,2,121.36,215.52
97,3,121.76,214.56
97,4,122.23,214.66
98,0,122.11,214.75
98,1,121.42,213.76
98,2,121.53,215.65
98,3,121.49,214.27
98,4,122.14,213.95
99,0,122.04,215.84
99,1,121.92,215.05
99,2,121.21,214.19
99,3,122.16,215.15
99,4,121.79,215.85
100,0,121.91,214.25
100,1,121.17,216.05
100,2,121.86,215.35
100,3,121.95,215.62
100,4,122.06,214.84
101,0,122.39,214.46
101,1,121.75,214.65
101,2,122.53,215.84
101,3,121.67,216.35
101,4,122.24,214.25
102,0,122.37,216.12
102,1,121.57,215.84
102,2,122.46,216.05
102,3,122.04,215.26
102,4,122.81,215.94
103,0,121.76,216.74
103,1,121.86,216.04
103,2,121.72,216.15
103,3,122.53,214.92
103,4,122.09,216.62
104,0,121.3,215.15
104,1,122.5,215.73
104,2,121.44,215.93
104,3,122.54,214.93
104,4,122.01,214.56
105,0,122.3,215.12
105,1,121.97,214.86
105,2,122.12,215.31
105,3,122.38,216.24
105,4,122.66,214.54
106,0,122.1,215.91
106,1,121.53,215.24
106,2,122.36,214.94
106,3,121.9,215.74
106,4,121.46,214.54
107,0,121.66,216.41
107,1,121.5,215.75
107,2,122,215.83
107,3,122.41,215.23
107,4,121.21,216.92
108,0,121.36,215.26
108,1,121.95,216.81
108,2,121.72,215.73
108,3,121.46,216.44
108,4,121.32,216.54
109,0,121.65,215.53
109,1,120.95,216.23
109,2,121.8,215.74
109,3,121.42,216.03
109,4,120.69,215.72
110,0,121.88,216
110,1,120.97,217.01
110,2,121.48,215.41
110,3,121.24,215.3
110,4,121.28,215.9
111,0,121.19,216.99
111,1,121.75,214.8
111,2,121.99,215.48
111,3,121.36,214.31
111,4,121.42,216.44
112,0,121.2,216.23
112,1,121.61,215.67
112,2,121.46,215.78
112,3,120.43,216.29
112,4,121.06,215.62
113,0,122.04,216.09
113,1,121.44,215.48
113,2,121.67,214.9
113,3,121.47,216.15
113,4,121.4,215.1
114,0,121.39,216.36
114,1,120.75,215.78
114,2,121.42,214.39
114,3,120.98,215.17
114,4,121.3,215.08
115,0,120.07,215.71
115,1,121.94,214.48
115,2,120.96,215.96
115,3,120.33,215.1
115,4,121.07,216.35
116,0,121.09,214.51
116,1,120.99,214.61
116,2,120.53,214.03
116,3,120.56,214.62
116,4,120.71,215.11
117,0,121.62,214.3
117,1,120.84,215.91
117,2,120.07,214.92
117,3,121.42,215.2
117,4,120.72,214.52
118,0,120.73,213.91
118,1,121.22,214.72
118,2,120.94,214.7
118,3,120.61,214.13
118,4,120.32,214.72
119,0,120.68,214.41
119,1,120.83,214.32
119,2,121,215.28
119,3,120.14,212.86
119,4,121.1,214.25
120,0,120.89,214.01
120,1,121.54,215.1
120,2,120.51,213.83
120,3,120.85,216
120,4,120.83,214.44
121,0,121.34,213.53
121,1,120.57,214.12
121,2,120.85,213.74
121,3,121.32,214.61
121,4,120.4,213.16
122,0,120.42,214.25
122,1,119.83,214.13
122,2,120.9,214.51
122,3,120.21,213.47
122,4,120.74,212.98
123,0,120.78,212.65
123,1,119.86,213.37
123,2,120.12,213.16
123,3,120.35,212.86
123,4,120.41,213.26
124,0,119.98,212.57
124,1,120.25,213.24
124,2,119.59,212.09
124,3,121.08,212.35
124,4,120.25,212.95
125,0,120.28,210.71
125,1,120.86,213.43
125,2,120.17,212.18
125,3,120.72,212.36
125,4,119.94,212.49
126,0,120.61,212.17
126,1,120.52,211.6
126,2,120.6,212.66
126,3,120.26,211.01
126,4,119.7,212.29
127,0,120.05,212.17
127,1,119.86,211.99
127,2,120.41,211.6
127,3,120.35,211.79
127,4,120.55,212.39
128,0,119.26,211.6
128,1,120.57,211.99
128,2,120.07,212.58
128,3,120.32,211.4
128,4,120.17,212.67
129,0,119.69,211.12
129,1,120.38,212.56
129,2,120.41,210.72
129,3,119.83,212.2
129,4,119.77,210.63
130,0,120.39,212.67
130,1,119.39,211.61
130,2,120.98,211.01
130,3,120.15,212.39
130,4,120.1,211.11
131,0,121.12,212.09
131,1,120.33,211.52
131,2,120.9,211.51
131,3,120.37,211.51
131,4,120.4,212.68
132,0,120.25,211.12
132,1,120.8,212.1
132,2,120.01,211.9
132,3,120.48,210.84
132,4,120.24,212.01
133,0,120.11,210.94
133,1,119.68,211.12
133,2,119.88,211.42
133,3,120,211.61
133,4,119.42,210.54
134,0,119.89,212.5
134,1,120.72,210.54
134,2,119.67,210.74
134,3,120.05,210.23
134,4,120.21,211.03
135,0,120.84,210.83
135,1,120.25,210.34
135,2,120.03,211.92
135,3,120.08,211.42
135,4,121.36,212.49
136,0,119.95,210.85
136,1,120.56,210.45
136,2,120.08,212.29
136,3,120.39,210.85
136,4,120.35,210.55
137,0,120.36,210.75
137,1,120.14,212.42
137,2,120.1,210.96
137,3,120.82,212.62
137,4,119.61,210.38
138,0,121.33,211.93
138,1,120.02,212.44
138,2,120.49,209.88
138,3,120.55,211.92
138,4,119.9,211.82
139,0,120.49,211.05
139,1,120.23,210.67
139,2,120.28,211.94
139,3,119.71,211.16
139,4,120.65,211.63
140,0,120.34,210.46
140,1,119.86,211.06
140,2,119.48,212.81
140,3,120.07,211.45
140,4,120.73,210.76
141,0,120.61,210.44
141,1,121.09,211.14
141,2,120.68,210.36
141,3,121.22,210.73
141,4,121.07,210.94
142,0,120.31,211.33
142,1,120.86,212.12
142,2,121.11,210.75
142,3,120.53,210.63
142,4,120.95,211.33
143,0,120.54,211.83
143,1,120.39,209.46
143,2,121.44,212.32
143,3,120.42,212.03
143,4,121.44,211.54
144,0,120.13,212.23
144,1,120.12,211.24
144,2,120.51,211.64
144,3,120.92,211.93
144,4,120.53,210.24
145,0,120.16,211.62
145,1,120.13,213.28
145,2,120.21,211.23
145,3,121.19,210.52
145,4,120.62,212.4
146,0,121.07,211.51
146,1,120.97,213.19
146,2,120.63,210.71
146,3,121.16,211.2
146,4,120.01,212.71
147,0,121.08,212.19
147,1,121.14,212
147,2,121.36,213.06
147,3,121.12,211.5
147,4,121.32,212.01
148,0,121.46,211.58
148,1,121.34,212.76
148,2,120.67,211.89
148,3,121.68,211.58
148,4,121.14,213.06
149,0,121.01,211.98
149,1,121.59,213.05
149,2,121.82,212.37
149,3,121.66,211.48
149,4,120.82,211.97
150,0,120.55,211.89
150,1,121.56,211.87
150,2,121.72,211.57
150,3,120.58,212.77
150,4,121.08,211.49
151,0,121.5,213.25
151,1,121.26,210.88
151,2,121.69,211.49
151,3,120.2,212.17
151,4,121.13,210.89
152,0,121.69,211.76
152,1,121.48,212.26
152,2,121.43,211.48
152,3,121.56,212.07
152,4,121.73,212.35
153,0,120.94,211.19
153,1,121.7,211.69
153,2,121.2,211.09
153,3,121.15,211.79
153,4,121.31,213.26
154,0,121.58,211.58
154,1,122.28,211.78
154,2,121.76,210.81
154,3,121.79,212.46
154,4,121.41,211.1
155,0,122.22,211.97
155,1,121.96,211.4
155,2,121.18,212.08
155,3,122.64,212.26
155,4,122.44,212.69
156,0,122.49,211.6
156,1,122.33,212.19
156,2,121.19,212.47
156,3,121.86,210.6
156,4,122.05,213.15
157,0,121.3,212.37
157,1,122.4,211.69
157,2,121.32,212.06
157,3,122.22,212.26
157,4,122.16,213.06
158,0,122.27,211.77
158,1,121.77,211.97
158,2,122.1,211.18
158,3,121.72,212.93
158,4,122.21,211.47
159,0,122.44,211.77
159,1,121.99,212.43
159,2,122.57,211.95
159,3,122.85,212.23
159,4,122.08,210.37
160,0,122.3,212.45
160,1,121.7,212.24
160,2,122.52,213.02
160,3,122.12,211.37
160,4,122.97,213.01
161,0,122.09,211.84
161,1,121.89,212.34
161,2,122.28,212.15
161,3,122.65,212.33
161,4,121.77,211.65
162,0,122.51,212.45
162,1,122.17,213.12
162,2,121.94,213.03
162,3,123.03,213.39
162,4,121.81,212.63
163,0,122.54,211.84
163,1,122.2,213.99
163,2,122.02,213.1
163,3,122.58,212.03
163,4,123.28,212.72
164,0,122.38,213.88
164,1,123.26,212.32
164,2,123.42,213.5
164,3,122.57,211.45
164,4,123.98,212.81
165,0,122.11,212.84
165,1,122.79,212.94
165,2,123.29,213.42
165,3,122.51,213.5
165,4,122.57,213.52
166,0,123.3,212.44
166,1,122.81,212.91
166,2,122.51,211.95
166,3,122.57,213.13
166,4,122.33,212.83
167,0,123.06,212.43
167,1,122.39,213.71
167,2,122.83,212.13
167,3,122.7,212.83
167,4,122.85,212.33
168,0,122.5,212.33
168,1,122.65,211.96
168,2,124.32,214.27
168,3,122.53,212.46
168,4,122.9,213.61
169,0,123.28,212.93
169,1,123.47,213.54
169,2,123.58,211.94
169,3,123.65,213.9
169,4,122.66,212.65
170,0,123.72,212.93
170,1,123.61,213.9
170,2,122.18,213.64
170,3,123.4,213.63
170,4,123.47,214.43
171,0,123.22,213.44
171,1,122.91,212.45
171,2,123.3,212.35
171,3,123.21,213.55
171,4,123.53,211.85
172,0,121.58,214.35
172,1,122.83,212.06
172,2,123.8,214.32
172,3,122.88,213.05
172,4,122.66,213.25
173,0,122.77,213.15
173,1,123.23,213.24
173,2,123.23,212.46
173,3,122.75,213.94
173,4,123.39,213.25
174,0,123.69,213.15
174,1,123.66,213.64
174,2,122.94,212.67
174,3,123.28,213.35
174,4,123.41,214.44
175,0,123.55,213.56
175,1,123.06,213.95
175,2,123.52,213.63
175,3,122.96,213.38
175,4,123.03,211.88
176,0,123.02,214.12
176,1,123.28,213.16
176,2,123.28,213.65
176,3,123.49,213.44
176,4,122.57,212.96
177,0,123.55,212.65
177,1,123.63,214.25
177,2,122.76,212.95
177,3,123.68,212.75
177,4,123.11,214.33
178,0,122.65,211.97
178,1,123.24,213.54
178,2,121.92,212.56
178,3,122.88,213.94
178,4,123.46,214.35
179,0,122.79,213.55
179,1,122.17,212.07
179,2,123.43,212.94
179,3,122.72,213.46
179,4,123.08,211.67
180,0,122.78,213.81
180,1,122.42,212.18
180,2,123.03,213.36
180,3,123.08,213.65
180,4,123.29,213.16
181,0,123.16,212.66
181,1,123.07,212.47
181,2,123.85,212.73
181,3,122.41,212.38
181,4,122.99,212.66
182,0,122.79,213.07
182,1,122.48,213.06
182,2,122.62,213.84
182,3,121.98,213.59
182,4,122.51,212.28
183,0,122.84,213.26
183,1,121.43,212.29
183,2,122.41,212.09
183,3,122.63,215.15
183,4,121.88,211.99
184,0,122.76,213.76
184,1,122.28,213.78
184,2,122.62,213.09
184,3,122.67,212.88
184,4,122.36,213.29
185,0,122.32,212.57
185,1,122.8,212.79
185,2,122.07,214.27
185,3,122.34,211.59
185,4,123,214.16
186,0,121.54,212.99
186,1,122.55,212.99
186,2,121.84,213.26
186,3,122.92,213.46
186,4,122.36,212.79
187,0,122.43,212.97
187,1,121.79,213.39
187,2,122.6,211.29
187,3,122.67,212.27
187,4,122.15,211.47
188,0,121.66,212.18
188,1,121.87,213.07
188,2,122.26,212.58
188,3,121.71,211.79
188,4,121.99,212.57
189,0,122.18,212.48
189,1,121.98,212.09
189,2,121.57,212.96
189,3,121.1,212.3
189,4,121.56,213.36
190,0,121.56,213.28
190,1,120.66,213.38
190,2,121.61,212.07
190,3,121.14,214.57
190,4,120.82,211.66
191,0,121.47,212.68
191,1,121.15,213.35
191,2,121.42,210.88
191,3,121.76,213.07
191,4,120.11,212.67
192,0,121.33,212.97
192,1,121.03,212.39
192,2,121.86,212.67
192,3,120.23,212.09
192,4,121.63,212.88
193,0,121.08,212.79
193,1,121.51,211.88
193,2,121.1,213.56
193,3,120.47,212.19
193,4,120.26,212.99
194,0,120.75,211.57
194,1,121.25,212.07
194,2,120.19,212.6
194,3,120.4,212.48
194,4,120.35,212.67
195,0,119.61,211.88
195,1,120.11,212.56
195,2,120.25,212.09
195,3,120.03,212.17
195,4,120.12,212.68
196,0,120.42,213.26
196,1,120.14,211.78
196,2,119.96,211.97
196,3,119.73,212.57
196,4,120.36,212.28
197,0,120.14,213.44
197,1,119.81,211.17
197,2,119.8,213.05
197,3,119.64,212.96
197,4,119.67,212.85
198,0,119.66,210.86
198,1,119.21,212.75
198,2,119.38,212.15
198,3,119.45,211.96
198,4,119.03,212.55
199,0,118.68,210.58
199,1,119.62,213.24
199,2,118.59,212.05
199,3,118.75,212.06
199,4,118.42,212.17
200,0,119.09,212.56
200,1,118.73,212.18
200,2,119.24,212.35
200,3,118.69,213.15
200,4,119.31,211.97
201,0,118.84,213.34
201,1,118.6,212.06
201,2,118.36,213.06
201,3,118.62,212.55
201,4,119.14,213.15
202,0,118.1,212.47
202,1,118.35,212.65
202,2,118,214.04
202,3,117.82,210.78
202,4,118.63,212.43
203,0,117.69,211.66
203,1,117.98,212.24
203,2,117.93,212.17
203,3,118.03,212.33
203,4,117.95,211.36
204,0,118.35,213.42
204,1,117.74,210.57
204,2,118.44,211.35
204,3,117.39,212.24
204,4,117.68,210.98
205,0,117.71,212.35
205,1,117.14,211.16
205,2,117.6,212.33
205,3,117.11,212.36
205,4,117.33,211.96
206,0,116.92,211.94
206,1,117.37,211.85
206,2,117.06,211.85
206,3,116.97,210.89
206,4,116.72,211.57
207,0,115.92,210.59
207,1,116.49,212.06
207,2,116.3,211.08
207,3,117.5,211.16
207,4,116.5,210.6
208,0,116.83,211.46
208,1,117.28,212.35
208,2,116.39,210.5
208,3,116.75,211.47
208,4,116.13,210.51
209,0,116.62,210.69
209,1,116.81,211.1
209,2,116.85,210.79
209,3,116.3,210.91
209,4,117.02,211
210,0,116.31,211.19
210,1,116.1,210.32
210,2,116.61,211.39
210,3,116.01,210.53
210,4,116.22,210.72
211,0,115.78,210.53
211,1,115.31,211.21
211,2,116.55,210.62
211,3,116.13,211.69
211,4,115.03,209.44
212,0,116.15,210.43
212,1,116.15,210.72
212,2,116.05,209.16
212,3,115.46,211.02
212,4,115.53,209.36
213,0,116.23,210.53
213,1,115.76,209.96
213,2,115.49,209.46
213,3,115.66,210.15
213,4,115.88,209.96
214,0,115.43,209.66
214,1,115.29,208.18
214,2,115.26,210.26
214,3,114.96,208.78
214,4,114.91,210.16
215,0,115.14,209.47
215,1,115.47,209.58
215,2,114.97,209.08
215,3,114.76,209.59
215,4,114.88,209.97
216,0,114.86,209.5
216,1,115.51,209.77
216,2,114.11,209.09
216,3,114.72,209.18
216,4,114.44,210.07
217,0,114.58,208.88
217,1,113.86,209.59
217,2,114.52,210.37
217,3,114.03,210.05
217,4,115,209.68
218,0,114.29,209.85
218,1,113.61,208.79
218,2,113.76,210.35
218,3,113.97,209.67
218,4,114.02,209.95
219,0,113.93,209.57
219,1,113.83,210.74
219,2,113.08,209.07
219,3,114.05,210.65
219,4,113.48,209.15
220,0,113.18,209.06
220,1,113.39,210.75
220,2,113.17,210.15
220,3,113.17,211.33
220,4,113.13,208.87
221,0,113.5,209.55
221,1,112.95,209.35
221,2,113.65,210.43
221,3,112.72,210.04
221,4,113.23,209.05
222,0,112.61,211.31
222,1,112.77,209.92
222,2,112.35,211.21
222,3,112.56,210.9
222,4,112.5,210.79
223,0,111.8,210.8
223,1,113.11,211.19
223,2,111.95,211.39
223,3,112.85,211.86
223,4,112.04,212.37
224,0,111.32,209.91
224,1,112.22,211.46
224,2,111.74,210.49
224,3,111.56,210.88
224,4,112.04,211.07
225,0,111.74,211.73
225,1,111.2,211.06
225,2,112.31,211.64
225,3,111.48,210.86
225,4,111.52,210.87
226,0,111.85,211.72
226,1,111.11,211.17
226,2,111.26,211.16
226,3,111.5,211.24
226,4,111.83,212.78
227,0,110.75,210.77
227,1,111.69,212.6
227,2,110.84,212.22
227,3,111,211.15
227,4,110.71,212.3
228,0,111.48,211.24
228,1,112.04,212.97
228,2,111.1,212
228,3,110.86,213.29
228,4,110.83,212.09
229,0,111.47,213.54
229,1,110.3,212.99
229,2,111.14,211.71
229,3,111.47,213.34
229,4,110.72,211.71
230,0,111.05,212.67
230,1,111.27,212.88
230,2,111.05,213
230,3,111.07,211.52
230,4,111.3,213.16
231,0,110.98,211.54
231,1,112.06,212.29
231,2,111.2,212.99
231,3,110.56,211.64
231,4,111.37,213.77
232,0,110.97,212.71
232,1,111.04,213.4
232,2,111.38,212.42
232,3,110.79,213.29
232,4,110.56,212.51
233,0,111.27,213.69
233,1,110.6,212.5
233,2,110.75,212.52
233,3,111.01,213.09
233,4,110.76,213.2
234,0,110.58,212.91
