Frame, SubFrame, COPx(mm), COPy(mm)
1,0,103.65,237.51
1,1,103.83,238.11
1,2,103.36,237.45
1,3,103.88,238.35
1,4,103.1,237.66
2,0,104.13,238.31
2,1,103.7,238.8
2,2,103.57,237.72
2,3,104.12,237.73
2,4,103.99,238
3,0,103.38,238
3,1,103.86,238.52
3,2,103.28,237.94
3,3,104.66,238.05
3,4,104.37,239.15
4,0,103.68,237.48
4,1,104.79,238.51
4,2,103.83,238.54
4,3,103.9,238.32
4,4,104.05,237.6
5,0,103.74,238.9
5,1,104.39,238.39
5,2,104.62,238.79
5,3,103.83,238.23
5,4,104.66,239.5
6,0,104,239.15
6,1,104.31,239.64
6,2,103.93,238.58
6,3,103.85,239.26
6,4,103.56,238.59
7,0,104.67,239.79
7,1,104.13,239.48
7,2,104.92,239.44
7,3,103.89,239.23
7,4,104.7,239.76
8,0,103.87,239.52
8,1,104.02,239.27
8,2,105.04,239.78
8,3,105.53,239.26
8,4,105.17,239.24
9,0,105.46,239.31
9,1,104.84,239.66
9,2,105.6,239.06
9,3,104.83,239.34
9,4,104.45,239.07
10,0,105.47,240.92
10,1,105.35,238.52
10,2,105.69,240.32
10,3,105.35,239.54
10,4,105.35,239.55
11,0,105.46,239.15
11,1,105.62,240.2
11,2,104.53,239
11,3,106.06,240.74
11,4,105.67,238.99
12,0,106.26,240.12
12,1,105.21,239.63
12,2,104.93,239.72
12,3,105.28,240.33
12,4,105.55,239.96
13,0,105.6,240.49
13,1,105.75,240.69
13,2,105.68,240.01
13,3,106.14,240.52
13,4,105.47,239.88
14,0,105.47,238.4
14,1,105.59,239.9
14,2,105.91,239.23
14,3,105.41,240.19
14,4,105.11,239.71
15,0,105.93,240.25
15,1,106.11,240.08
15,2,106.12,240.54
15,3,106.24,239.11
15,4,105.99,241.21
16,0,105.28,239.29
16,1,106.64,241.15
16,2,106.22,240.62
16,3,105.81,239.45
16,4,105.88,240.14
17,0,106.38,240.5
17,1,106.23,239.29
17,2,106.16,240.81
17,3,105.28,239.88
17,4,106.98,240.46
18,0,106.47,240.86
18,1,106.13,239.37
18,2,106.15,240.51
18,3,107.13,240.22
18,4,106.48,239.69
19,0,106.53,240.51
19,1,105.91,240.56
19,2,106.91,239.23
19,3,106.19,240.8
19,4,105.91,238.67
20,0,106.77,240.76
20,1,106.43,239.15
20,2,107.09,240.24
20,3,106.34,239.5
20,4,105.54,240.88
21,0,106.72,238.93
21,1,107.08,241.13
21,2,105.84,237.68
21,3,107.88,240.49
21,4,106.45,239.75
22,0,107.24,239.4
22,1,106.79,239.45
22,2,106.32,240.72
22,3,107.54,240.06
22,4,107,240.19
23,0,107.21,238.56
23,1,107.89,239.5
23,2,106.96,239.51
23,3,106.97,238.76
23,4,106.79,240.19
24,0,107.09,239.54
24,1,107.64,240.72
24,2,106.63,239.34
24,3,107.36,239.31
24,4,107.85,239.24
25,0,106.77,239.96
25,1,106.93,238.06
25,2,107.42,239.89
25,3,107.72,240.68
25,4,107.77,240.33
26,0,106.75,238.79
26,1,108.28,239.06
26,2,107.6,238.57
26,3,106.95,239.07
26,4,106.56,238.34
27,0,107.8,239.13
27,1,107.75,238.88
27,2,107.75,239.01
27,3,107.51,239.81
27,4,108.15,238.69
28,0,108,238.23
28,1,107.61,237.8
28,2,107.72,238.73
28,3,108.03,238.34
28,4,107.91,239.03
29,0,108.45,238.14
29,1,107.98,239.56
29,2,107.51,239.04
29,3,108.5,239.44
29,4,107.59,238.68
30,0,108.02,238.91
30,1,107.86,238.47
30,2,108.49,239.3
30,3,107.82,238.49
30,4,107.82,239.08
31,0,107.41,239.99
31,1,108.82,239.46
31,2,107.67,238.32
31,3,108.35,238.66
31,4,107.49,239.2
32,0,108.58,239.07
32,1,107.6,238.22
32,2,108.63,238
32,3,107.9,239.17
32,4,108.82,238.45
33,0,108.05,238.76
33,1,108.63,239.03
33,2,108.32,238.55
33,3,109.53,239.22
33,4,108.27,237.55
34,0,108.27,236.84
34,1,108.84,238.72
34,2,108.84,237.87
34,3,108.8,238.19
34,4,108.08,238.01
35,0,108.86,238.73
35,1,109.46,238.57
35,2,109.12,238.07
35,3,108.97,237.34
35,4,109.8,237.4
36,0,109.26,237.69
36,1,109.35,237.16
36,2,108.6,237.91
36,3,109.55,237.76
36,4,109.88,238.39
37,0,109.97,238.17
37,1,109.39,236.57
37,2,110.02,236.95
37,3,109.34,236.76
37,4,109.44,237.12
38,0,108.77,237.5
38,1,110.1,236.91
38,2,109.61,237.27
38,3,109.54,236.16
38,4,109.7,235.73
39,0,110.48,236.17
39,1,109.38,235.4
39,2,109.87,235.76
39,3,109.14,236.91
39,4,110.13,234.66
40,0,110.67,237.19
40,1,109.63,235.94
40,2,110.71,236.12
40,3,110.32,236.14
40,4,109.94,235.41
41,0,110,235.94
41,1,109.66,235.92
41,2,109.64,235.8
41,3,110.97,236.22
41,4,110.08,236.49
42,0,110.64,235.16
42,1,111.15,236.53
42,2,110.6,234.61
42,3,110.77,235.78
42,4,110.35,235.98
43,0,110.67,236.01
43,1,110.97,234.76
43,2,109.91,236.16
43,3,111.14,234.61
43,4,111.28,236.72
44,0,110.68,234.99
44,1,111.38,235.89
44,2,110.8,234.87
44,3,111.05,235.58
44,4,111.09,235.83
45,0,109.97,235.98
45,1,111.25,234.54
45,2,111.38,236.34
45,3,110.3,235.13
45,4,111.06,235.86
46,0,111.01,235.44
46,1,111.79,235.13
46,2,112.02,235.38
46,3,110.6,234.29
46,4,111.21,234.69
47,0,112.06,236.25
47,1,110.66,235.44
47,2,111.84,234.94
47,3,111.74,236.36
47,4,111.56,234.73
48,0,112.07,235.65
48,1,111.28,235.11
48,2,111.98,234.69
48,3,111.65,234.98
48,4,109.85,235.35
49,0,111.42,234.7
49,1,111.08,236.74
49,2,111.76,234.44
49,3,111.93,236.65
49,4,111.33,234.34
50,0,111.48,234.51
50,1,112.04,235.7
50,2,111.24,235.3
50,3,111.39,234.75
50,4,111.93,235.5
51,0,111.75,234.16
51,1,112.31,236.08
51,2,111.66,235.28
51,3,113.11,234.57
51,4,112.18,234.13
52,0,111.56,234.33
52,1,112.08,234.35
52,2,112.31,235.08
52,3,112.35,234.44
52,4,112.53,234.88
53,0,113.06,235.51
53,1,112.49,233.6
53,2,112.97,234.1
53,3,112.02,233.97
53,4,112.45,234.8
54,0,112.45,234.68
54,1,112.67,235.07
54,2,112.44,234.22
54,3,113.19,234.96
54,4,113.19,234.07
55,0,112.97,234.11
55,1,112.2,233.24
55,2,113.09,234.73
55,3,112.63,233.79
