Frame, SubFrame, COPx(mm), COPy(mm)
44,1,117.54,230.08
44,2,117.99,230.17
44,3,118.26,231.87
44,4,117.55,229.21
45,0,117.74,230.52
45,1,117.25,230.48
45,2,117.21,230.67
45,3,117.77,230.52
45,4,117.84,230.6
46,0,117.48,230
46,1,117.89,231.31
46,2,116.71,229.72
46,3,118.63,230.28
46,4,117,231.42
47,0,117.24,230.64
47,1,117.57,231.26
47,2,117.44,230.19
47,3,116.62,230.37
47,4,117.92,231.87
48,0,117.49,230.89
48,1,117.72,229.53
48,2,117.19,231.11
48,3,116.61,229.36
48,4,117.43,231.23
49,0,116.46,230.52
49,1,117.29,230.45
49,2,116.84,230.67
49,3,116.84,231.41
49,4,117.02,230.37
50,0,117.42,230.78
50,1,116.36,231.03
50,2,117.8,231.38
50,3,116.9,230.92
50,4,117.53,229.82
51,0,117.58,232.14
51,1,116.79,229.96
51,2,117.06,230.03
51,3,116.31,231.07
51,4,117.08,230.32
52,0,117.16,230.7
52,1,116.33,230.91
52,2,116.29,229.48
52,3,116.51,231.66
52,4,115.96,229.56
53,0,116.92,232.06
53,1,116.21,231.33
53,2,115.77,230.03
53,3,116.75,230.44
53,4,116.2,230.27
54,0,115.75,229.91
54,1,116.28,231.4
54,2,115.36,229.6
54,3,116.37,229.84
54,4,116.04,231.31
55,0,115.98,230.47
55,1,116.68,230.94
55,2,115.24,229.73
55,3,115.35,230.82
55,4,115.79,230.33
56,0,115.32,230.99
56,1,115.88,231
56,2,115.89,231.44
56,3,115.25,228.54
56,4,115.41,231.82
57,0,114.78,230.55
57,1,115.56,230.53
57,2,115.75,231.26
57,3,115.47,231.04
57,4,114.83,229.62
58,0,116.14,231.39
58,1,115.12,230.14
58,2,115.55,230.39
58,3,114.58,229.95
58,4,115.33,229.84
59,0,116.08,230.7
59,1,114.89,230.05
59,2,115.38,229.78
59,3,115.26,229.75
59,4,114.41,229.53
60,0,114.48,229.31
60,1,114.44,230.68
60,2,114.77,228.65
60,3,115.61,229.75
60,4,115.03,229.04
61,0,115.23,229.32
61,1,114.32,229.45
61,2,114.15,229
61,3,114.62,229.5
61,4,114.86,229.47
62,0,114.55,229.27
62,1,115.45,229.14
62,2,114.73,228.83
62,3,114.44,228.79
62,4,114.23,229.95
63,0,114.73,228.27
63,1,114.29,230.07
63,2,114.3,228.44
63,3,114.8,228.64
63,4,113.99,228.81
64,0,114.31,229.63
64,1,113.58,228.72
64,2,114.47,229.04
64,3,113.82,227.77
64,4,114.57,229.87
65,0,113.69,228.76
65,1,114.76,228.69
65,2,114.33,229.45
65,3,113.95,228.74
65,4,113.8,228.22
66,0,114.56,228.97
66,1,113.82,227.77
66,2,113.76,227.98
66,3,113.62,228.36
66,4,114.3,227.27
67,0,113.56,229.59
67,1,113.39,227.5
67,2,114.41,228.2
67,3,114.09,228.15
67,4,113.5,227.58
68,0,114.15,227.67
68,1,114.2,228.66
68,2,113.97,227.23
68,3,114.03,228.35
68,4,113.39,228.25
69,0,114.24,228.35
69,1,113.63,228.8
69,2,113.11,226.85
69,3,114.01,227.78
69,4,113.92,227.84
70,0,113.4,227.53
70,1,113.24,227.49
70,2,113.05,227.91
70,3,113.11,227.75
70,4,113.49,228.78
71,0,112.78,226.51
71,1,113.57,228.57
71,2,112.69,227.34
71,3,113.02,228.3
71,4,112.87,227.5
72,0,113.3,227.75
72,1,113.09,226.59
72,2,113.82,227.64
72,3,112.08,226.31
72,4,113.2,227.26
73,0,112.69,227.49
73,1,112.92,227.19
73,2,112.78,227.29
73,3,112.46,226.49
73,4,113.54,226.4
74,0,113.07,226.03
74,1,112.65,227.84
74,2,112.26,225.93
74,3,113.1,227.62
74,4,112.77,226.13
75,0,113.12,227.64
75,1,112.36,225.98
75,2,112.64,226.38
75,3,112.49,227.23
75,4,112.67,226.66
76,0,113.43,226.5
76,1,113.25,227.4
76,2,112.5,226.19
76,3,112.86,226.08
76,4,112.92,226
77,0,113.05,226.39
77,1,112.28,226.94
77,2,112.15,225.72
77,3,112.89,226.48
77,4,112.57,225.09
78,0,112.52,225.74
78,1,112.79,224.47
78,2,111.81,226.14
78,3,111.72,224.6
78,4,112.51,226.35
79,0,112.19,224.8
79,1,112.85,225.67
79,2,112.05,225.34
79,3,112.37,225.28
79,4,112.75,225.87
80,0,113.08,225.63
80,1,112.22,225.26
80,2,112.87,225.92
80,3,111.9,225.33
80,4,113.18,225.43
81,0,112.41,225.83
81,1,112.56,224.4
81,2,112.22,226.44
81,3,112.36,224.98
81,4,112.51,225.2
82,0,112.17,225.86
82,1,112.09,225.94
82,2,112.28,225.36
82,3,112.6,225.96
82,4,112.28,225.8
83,0,113.34,226.3
83,1,112.42,225.06
83,2,112.55,225.72
83,3,112.94,226.16
83,4,112.04,224.93
84,0,112.98,226.41
84,1,112.66,225.79
84,2,112.18,225.24
84,3,112.56,225.27
84,4,112.23,226.98
85,0,111.96,225.75
85,1,112.93,226.72
85,2,112.75,224.63
85,3,112.85,225.93
85,4,112.13,225.56
86,0,112.47,225.47
86,1,112.38,225.99
86,2,112.19,225.97
86,3,112.52,226.01
86,4,113.68,226.44
87,0,112.33,225.24
87,1,112.75,226.6
87,2,112.18,226.56
87,3,112.94,224.96
87,4,112.55,226.72
88,0,112.59,226.83
88,1,111.89,226.34
88,2,112.93,225.83
88,3,111.85,226.95
88,4,112.41,226.85
89,0,111.93,227.65
89,1,112.79,225.03
89,2,112.28,228.57
89,3,112.84,225.59
89,4,113.49,225.7
90,0,112.79,226.82
90,1,112.93,226.42
90,2,112.03,226.83
90,3,112.95,227.87
90,4,112.86,226.76
91,0,113.38,226.83
91,1,113.11,226.85
91,2,113.33,226.12
91,3,112.81,227.53
91,4,112.96,225.34
92,0,112.98,227.55
92,1,112.77,226.24
92,2,113.1,226.85
92,3,113.08,227.18
92,4,113.05,226.91
93,0,112.85,225.71
93,1,113.22,227.94
93,2,112.67,226.73
93,3,113.22,227.66
93,4,112.71,227.44
94,0,113.93,226.96
94,1,112.61,227.25
94,2,112.32,227.6
94,3,112.7,225.95
94,4,113.16,227.39
95,0,112.99,227.2
95,1,112.71,227.16
95,2,112.6,227.36
95,3,112.43,225.85
95,4,112.7,228.34
96,0,112.52,227.73
96,1,113.09,226.54
96,2,112.99,228.39
96,3,112.25,228.54
96,4,112.82,226.63
97,0,113.42,227.76
97,1,112.31,226.7
97,2,112.38,228.88
97,3,112.21,227.8
97,4,113.47,227.43
98,0,112.48,228.79
98,1,112.3,228.04
98,2,112.35,227.99
98,3,112.58,228.42
98,4,111.97,227.7
99,0,112.82,228.54
99,1,112.22,229
99,2,113.02,227.64
99,3,112.4,229.44
99,4,112.97,229.45
100,0,112.73,227.86
100,1,112.02,228.12
100,2,112.12,227.43
100,3,112.27,228.08
100,4,112.36,229.48
101,0,112.22,228.11
101,1,112.72,229.05
101,2,111.56,228.18
101,3,112.88,227.9
101,4,111.74,228.92
102,0,112.31,226.85
102,1,112.46,228.07
102,2,112.02,228.41
102,3,112.26,227.01
102,4,112.87,228.49
103,0,111.94,228.92
103,1,112.16,226.83
103,2,111.78,227.68
103,3,111.74,227
103,4,112.68,228.2
104,0,111.93,228.33
104,1,112.87,227.59
104,2,112.59,228.12
104,3,111.4,227.84
104,4,112.35,228.44
105,0,112.8,229.27
105,1,111.35,227.88
105,2,113,227.66
105,3,111.96,228.14
105,4,112.34,227.12
106,0,112.61,229.12
106,1,111.35,228.19
106,2,112.28,228.18
106,3,111.96,229.21
106,4,111.63,228.69
107,0,112.86,227.3
107,1,112.51,229.34
107,2,112.19,226.33
107,3,112.23,229.28
107,4,111.76,228.14
108,0,111.99,228.12
108,1,111.75,228.74
108,2,112.08,228.19
108,3,112.33,227.71
108,4,112.08,229.22
109,0,111.27,227
109,1,112.59,229.13
109,2,112.28,229.07
109,3,112.97,227.49
109,4,112.69,228.74
110,0,111.9,228.33
110,1,113.07,228.31
110,2,112.27,228.22
110,3,111.79,227.24
110,4,112.08,228.64
111,0,111.99,229.46
111,1,111.79,226.91
111,2,113.06,229.07
111,3,111.33,228.79
111,4,112.94,228.58
112,0,111.93,227.86
112,1,111.7,228.66
112,2,112.22,229.44
112,3,112.69,229.51
112,4,112.46,226.86
113,0,112.13,228.77
113,1,111.42,228.87
113,2,112.41,228.56
113,3,112.12,228.92
113,4,111.61,228.75
114,0,112.26,229.4
114,1,112.8,228.25
114,2,112.79,227.06
114,3,112.32,228.92
114,4,111.61,228.43
115,0,112.22,227.22
115,1,112.31,228.91
115,2,111.66,228.56
115,3,113.3,229.05
115,4,112.61,228.1
116,0,112.55,226.95
116,1,112.07,228.68
116,2,111.64,227.68
116,3,112.36,228.15
116,4,112.78,228.42
117,0,111.8,226.95
117,1,113.2,226.46
117,2,113.06,228.17
117,3,112.6,226.5
117,4,112.44,228.38
118,0,111.46,227.09
118,1,112.68,227.3
118,2,112.21,227.67
118,3,112.22,228.43
118,4,112.87,227.18
119,0,112.58,227.68
119,1,111.47,227.09
119,2,113,228.25
119,3,112.31,227.43
119,4,112.21,226.07
120,0,112.73,226.51
120,1,112.22,227.25
120,2,112.82,227.94
120,3,112.53,227.29
120,4,112.2,226.79
121,0,113.29,227.75
121,1,112.82,228.23
121,2,113.01,225.57
121,3,113.14,227.66
121,4,111.78,226.96
122,0,112.72,227.16
122,1,112.51,226.82
122,2,112.63,227.8
122,3,112.81,227.78
122,4,113.24,228.19
123,0,113.29,225.79
123,1,113.17,227.96
123,2,112.43,227.79
123,3,113.13,227.28
123,4,113.46,228.75
124,0,113,228.41
124,1,114.12,227.79
124,2,113.84,227.73
124,3,113.27,227.73
124,4,113.31,227.41
125,0,112.7,227.28
125,1,113.51,226.68
125,2,113.73,227.67
125,3,112.48,227.18
125,4,114.01,227.88
126,0,113.78,226.58
126,1,113.92,227.08
126,2,113.01,227.63
126,3,113.53,227.81
126,4,113.86,227.11
127,0,114.32,227.94
127,1,112.78,226.47
127,2,113.86,226.52
127,3,113.96,228.2
127,4,114.04,226.69
128,0,114.03,227.4
128,1,114.46,227.38
128,2,114.04,227.27
128,3,114.23,226.66
128,4,113.67,226.2
129,0,114.74,227.59
129,1,114.31,227.47
129,2,113.75,226.6
129,3,114.3,228.07
129,4,113.89,226.92
130,0,114.07,227.69
130,1,114.55,226.54
130,2,114.36,227.01
130,3,114.3,227.19
130,4,114.1,228.36
131,0,114.07,226.48
131,1,114.24,228.13
131,2,114.41,227.69
131,3,115.08,227.17
131,4,114.96,227.38
132,0,114.58,227.13
132,1,114.83,227.65
132,2,114.9,226.85
132,3,114.49,227.05
132,4,114.54,227
133,0,114.33,228.03
133,1,115.08,226.14
133,2,114.65,227.47
133,3,114.39,226.8
133,4,115.15,227.26
134,0,114.72,226.4
134,1,115.35,227.69
134,2,114.76,226.51
134,3,115.42,227.63
134,4,115,226.77
135,0,115.66,227.14
135,1,114.57,226.81
135,2,115.63,226.89
135,3,115.6,227.63
135,4,114.48,225.72
136,0,115.65,227.15
136,1,115.61,227.78
136,2,115.08,227.46
136,3,114.56,227.27
136,4,115.21,228.38
137,0,115.26,226.59
137,1,115.37,227.37
137,2,114.9,226.71
137,3,115.96,228.1
137,4,114.66,228.08
138,0,115.4,227.08
138,1,115.3,227.57
138,2,116.39,228.21
138,3,115.27,228.48
138,4,116.39,226.71
139,0,116.07,226.68
139,1,115.25,227.76
139,2,115.23,228.08
139,3,115.21,227.37
139,4,114.78,227.81
140,0,115.49,227.71
140,1,115.58,228.36
140,2,116.17,227.03
140,3,114.81,226.47
140,4,115.24,227.9
141,0,115.64,228.62
141,1,116.01,228.48
141,2,115.73,228.71
141,3,115.71,227.68
141,4,116.33,228.08
142,0,115.93,228.68
142,1,115.63,228.2
142,2,115.4,228.35
142,3,115.88,228.14
142,4,115.88,228.73
143,0,115.59,227.62
143,1,115.71,227.82
143,2,116.01,228.18
143,3,115.56,228.67
143,4,115.14,227.52
144,0,116.05,229.01
144,1,116.46,227.97
144,2,115.7,227.97
144,3,115.23,227.59
144,4,116,228.34
145,0,115.99,228.5
145,1,115.68,228.7
145,2,115.94,228.82
145,3,116.34,229.39
145,4,115.19,228.21
146,0,116.67,229.13
146,1,115.71,229.59
146,2,115.81,228.93
146,3,115.36,230.01
146,4,115.76,228.96
147,0,115.81,229.21
147,1,116.36,228.94
147,2,116.08,229.88
147,3,115.89,228.72
147,4,116.21,230.37
148,0,116.22,228.61
148,1,116.34,230.42
148,2,115.61,229.22
148,3,115.86,229.79
148,4,116.13,229.72
149,0,116.73,230.11
149,1,116.31,230.01
149,2,116.34,230.56
149,3,115.96,229.4
149,4,116.67,229.72
150,0,115.81,229.37
150,1,116.03,229.35
150,2,116.04,230.07
150,3,116.13,229.72
150,4,116.07,229.45
151,0,116.64,228.86
151,1,116.92,230.11
151,2,116.73,229.83
151,3,116.13,229.85
151,4,116.75,228.94
152,0,117.1,230.28
152,1,115.76,229.41
152,2,115.91,231.2
152,3,116.47,229.29
152,4,116.82,230.64
153,0,116.68,230.75
153,1,116.5,230.16
153,2,116.71,229.56
153,3,116.68,230.76
153,4,115.8,230.7
154,0,117.14,230.09
154,1,116.54,230.85
154,2,116.58,230.97
154,3,116.36,231
154,4,116.32,229.56
155,0,116.72,231.15
155,1,115.67,230.93
155,2,116.18,230.99
155,3,116.19,231.4
155,4,116.64,231.65
156,0,116.69,230.13
156,1,116.95,231.99
156,2,116.42,231.1
156,3,116.54,230.55
156,4,116.48,231.46
157,0,116.63,231.22
157,1,116.5,231.16
157,2,116.17,231.57
157,3,116.41,231.52
157,4,117.06,231.02
158,0,116.42,230.93
158,1,116.4,230.36
158,2,117.1,231.71
158,3,115.76,231.31
158,4,116.36,230.96
159,0,116.65,230.46
159,1,116.89,231.14
159,2,116.73,231.42
159,3,116.18,231.55
159,4,116.32,230.57
160,0,117.1,232.74
160,1,116.38,230.96
160,2,116.82,231.2
160,3,116.16,231.16
160,4,115.85,231.53
161,0,116.08,231.35
161,1,116.61,231.53
161,2,116.05,230.63
161,3,116.46,231.48
161,4,116.02,230.52
162,0,116.39,230.55
162,1,115.94,231.31
162,2,116.37,230.24
162,3,116.33,232.05
162,4,116.41,231.57
163,0,116.37,231.42
163,1,116.14,231.16
163,2,116.44,231.39
163,3,115.97,230.42
163,4,115.85,232.14
164,0,115.63,230.98
164,1,117.16,231.54
164,2,116.03,231.13
164,3,116.53,231.16
164,4,116.57,232.17
165,0,116.35,231.18
165,1,115.95,231.61
165,2,115.86,231.99
165,3,115.98,231.32
165,4,116.28,231.51
166,0,116.73,232.35
166,1,116.66,230.32
166,2,115.87,231.69
166,3,115.8,231.16
166,4,115.96,231.31
167,0,115.86,231.39
167,1,116.16,231.16
167,2,115.91,231.35
167,3,115.82,231.13
167,4,115.7,230.49
168,0,116.6,231.98
168,1,116.22,230.97
168,2,116.56,230.54
168,3,115.3,231.23
168,4,115.74,230.61
169,0,116.56,231.11
169,1,116.43,231.24
169,2,116.05,230.93
169,3,116.47,230.01
169,4,115.93,231.34
170,0,116.61,231.39
170,1,116.13,232.17
170,2,115.7,229.6
170,3,116.47,232.09
170,4,116.02,231.43
171,0,115.81,231.27
171,1,116.32,231.15
171,2,116.38,231.85
171,3,115.16,231.05
171,4,115.84,232.26
172,0,116.47,231.5
172,1,115.89,231.36
172,2,115.34,232.23
172,3,116.18,230.24
172,4,116.56,232.31
173,0,116.2,232.02
173,1,116.38,231.57
173,2,116.79,231.09
173,3,115.59,231.16
173,4,116.22,231.4
174,0,115.98,232.6
174,1,116.05,231.1
174,2,116.87,232.63
174,3,115.68,231.4
174,4,116.33,231.61
175,0,116.33,230.86
175,1,116.61,232.13
175,2,116.32,230.86
175,3,116.45,232.37
175,4,116.34,231.32
176,0,117.66,231.57
176,1,117.07,232.04
176,2,117.71,231.54
176,3,116.56,232.16
176,4,115.89,231.37
177,0,116.49,232.05
177,1,116.78,231.98
177,2,116.31,231.76
177,3,117.12,230.68
177,4,116.26,232.84
178,0,116.59,230.81
178,1,116.64,232.54
178,2,116.41,231.99
178,3,116.94,232.89
178,4,115.86,231.69
179,0,116.82,231.66
179,1,116.31,231.78
179,2,116.79,232.13
179,3,115.84,232.29
179,4,116.78,231.7
180,0,116,232.62
180,1,116.63,232.1
180,2,116.84,232.38
180,3,115.96,230.88
180,4,116.75,232.02
181,0,115.9,231.79
181,1,117.07,232.06
181,2,116.47,231.64
181,3,116.32,232.2
181,4,116.88,231.03
182,0,116.61,231.54
182,1,115.98,231.16
182,2,116.74,232.46
182,3,115.92,232.68
182,4,116.52,232.2
183,0,116.9,232.79
183,1,116.16,232.51
183,2,116.4,231.57
183,3,116.62,232.12
183,4,115.93,231.33
184,0,116.29,231.8
184,1,116.31,233.1
184,2,115.98,231.46
184,3,116.46,233
184,4,115.8,232.2
185,0,115.55,232.84
185,1,116.13,230.75
185,2,115.66,231.85
185,3,115.88,231.98
185,4,116.12,232.22
186,0,115.58,230.46
186,1,116.12,231.94
186,2,115.62,232.63
186,3,115.43,231.32
186,4,116.04,231.99
187,0,115.46,231.42
187,1,115.81,232.2
187,2,116.14,232.23
187,3,115.54,231.66
187,4,116.23,231.43
188,0,114.91,233.05
188,1,115.52,231.54
188,2,115.55,232.97
188,3,114.88,232.2
188,4,115.22,233.68
189,0,115.57,231.2
189,1,115.86,232.61
189,2,114.86,231.91
189,3,115.47,232.31
189,4,114.96,232.58
190,0,115.89,233.45
190,1,114.97,232.58
190,2,115.33,233.16
190,3,115.69,232.3
190,4,115.62,232.8
191,0,115.06,231.31
191,1,115.24,232.35
191,2,115.23,232.94
191,3,115.48,232.6
191,4,114.82,232.53
192,0,115.32,232.85
192,1,115.48,232.75
192,2,113.97,232.61
192,3,114.72,233.04
192,4,114.69,232.48
193,0,115.34,233.3
193,1,114.83,233.1
193,2,115.33,233.88
193,3,114.55,233.02
193,4,115,233.98
194,0,114.12,231.87
194,1,115.37,233.1
194,2,114.71,233.2
194,3,114.88,233.21
194,4,114.83,232.48
195,0,114.51,233.06
195,1,114.36,233.47
195,2,114.6,233.12
195,3,114.55,233.46
195,4,114.69,233.95
196,0,114.93,233.92
196,1,114.31,232.46
196,2,114.98,233.12
196,3,113.62,233.77
196,4,113.97,234.66
197,0,113.71,233.09
197,1,114.23,233.87
197,2,114.08,234.57
197,3,114.58,233.62
197,4,114.2,233.31
198,0,114.22,232.98
198,1,113.87,233.87
198,2,113.75,233.37
198,3,114.32,233.79
198,4,114.1,232.65
199,0,114.22,234.16
199,1,114.76,233.76
199,2,113.86,232.69
199,3,113.76,232.91
199,4,113.66,233.73
200,0,114.19,233.19
200,1,114.1,233.69
200,2,113.74,233.1
200,3,113.57,234.4
200,4,113.93,233.54
201,0,113.44,233.04
201,1,113.48,234.03
201,2,113.64,234.22
201,3,113.58,233.97
201,4,113.44,232.74
202,0,113.07,233.18
202,1,112.77,234.01
202,2,113.11,234.19
202,3,113.25,233.2
202,4,112.91,233.9
203,0,112.54,233.15
203,1,113.01,234.29
203,2,112.87,232.14
203,3,113.03,233.81
203,4,111.93,234.1
204,0,112.25,235.16
204,1,111.89,232.79
204,2,112.35,235.24
204,3,111.75,234.4
204,4,112.65,234.71
205,0,112.79,233.26
205,1,112.65,233.82
205,2,111.03,233.6
205,3,111.79,233.74
205,4,111.65,234.02
206,0,111.9,233.97
206,1,112.57,233.73
206,2,112.7,233.93
206,3,111.74,234.09
206,4,111.76,233.64
207,0,111.55,234.68
207,1,111.03,233.29
207,2,111.66,234.46
207,3,110.33,235.06
207,4,112.04,234.16
208,0,111.05,233
208,1,112.01,233.88
208,2,110.62,233.78
208,3,110.71,233.41
208,4,110.53,233.7
209,0,111.16,233.37
209,1,110.39,233.81
209,2,110.74,233.25
209,3,110.58,234.28
209,4,110.18,234.15
210,0,109.86,232.89
210,1,110.6,232.47
210,2,109.79,233.4
210,3,110.01,232.02
210,4,109.93,233.59
211,0,110.11,232.1
211,1,110.05,233.23
211,2,109.71,234.07
211,3,110.14,233.14
211,4,110.43,233.08
212,0,110.38,233.41
212,1,109.66,231.87
212,2,109.9,232.6
212,3,108.96,232.74
212,4,109.58,232.72
213,0,108.91,233.83
213,1,109.78,231.97
213,2,109.69,233.38
213,3,109.5,232.64
213,4,109.36,232.02
214,0,109.04,231.55
214,1,109.28,232.38
214,2,109.06,230.89
214,3,108.33,234.18
214,4,108.74,231.62
215,0,109.7,232.96
215,1,109.14,231.76
215,2,108.51,231.95
215,3,108.41,231.28
215,4,108.85,231.55
216,0,109.17,231.73
216,1,108.25,232.49
216,2,108.23,231.12
216,3,108.66,231.71
216,4,108.08,231.09
217,0,107.3,230.1
217,1,108.34,231.36
217,2,108.5,230.94
217,3,108.65,230.98
217,4,107.65,230.57
218,0,108.33,231.09
218,1,108.06,230.1
218,2,107.54,232.02
218,3,106.86,230.61
218,4,107.82,231.22
219,0,107.6,230.35
219,1,107.75,230.39
219,2,106.93,229.97
219,3,107.4,230.05
219,4,107.39,230.79
220,0,107.15,231.03
220,1,106.32,230.15
220,2,107.63,231.68
220,3,106.35,231.34
220,4,107.18,229.21
221,0,106.65,231.85
221,1,106.93,229.87
221,2,106.6,231.16
221,3,106.01,229.67
221,4,105.81,231.49
222,0,106.75,230.76
222,1,106.61,230.86
222,2,106.13,229.16
222,3,107.44,231.41
222,4,105.85,229.82
223,0,106.62,229.53
223,1,105.86,231.29
223,2,106.36,230.2
223,3,106.43,230.7
223,4,106.58,231.18
224,0,105.97,230.01
224,1,106.68,230.83
224,2,105.98,230.62
224,3,106.9,229.31
224,4,105.97,231.2
225,0,106.27,229.47
225,1,106.76,230.74
225,2,106,230.29
225,3,105.43,230.18
225,4,106.25,231.88
226,0,106.1,230.51
226,1,106.05,229.96
226,2,106.39,231.02
226,3,105.76,229.73
226,4,106.29,230.22
227,0,104.77,230.94
227,1,105.59,230.18
227,2,106.43,231.71
227,3,105.77,230.31
227,4,106.19,229.4
228,0,105.61,228.96
228,1,105.02,230.9
228,2,105.69,229.67
228,3,105.37,230.78
228,4,104.9,229.2
229,0,106.42,232.29
229,1,105.05,230.41
229,2,106.09,230.05
229,3,105.63,230.27
229,4,105.42,230.71
230,0,104.95,230.34
230,1,105.38,231.04
230,2,104.76,230.63
230,3,105.53,231.23
230,4,105.1,230.32
231,0,105.63,230.09
231,1,105.72,231.52
231,2,105.32,230.92
231,3,105.37,230.59
231,4,105.38,230.89
232,0,104.65,230.6
232,1,105.51,231.23
232,2,105.67,231.25
232,3,104.88,229.79
232,4,105.87,231.54
233,0,104.41,230.44
233,1,106.13,231.19
233,2,104.9,230.96
233,3,105.07,230.69
233,4,105.01,230.73
234,0,104.91,231.54
