Frame, SubFrame, COPx(mm), COPy(mm)
40,4,-25.972,205.69
41,0,-28.422,204.47
41,1,-26.861,205.89
41,2,-27.583,204.47
41,3,-25.917,204.01
41,4,-26.005,205.57
42,0,-26.494,205.26
42,1,-26.745,205.37
42,2,-26.735,205.39
42,3,-28.748,203.6
42,4,-25.701,206.09
43,0,-26.843,203.6
43,1,-27.526,203.83
43,2,-26.952,205.56
43,3,-27.947,204.71
43,4,-26.467,205.4
44,0,-27.335,203.73
44,1,-28.109,203.4
44,2,-26.622,205.71
44,3,-27.773,205.54
44,4,-27.315,203.44
45,0,-28.182,204.89
45,1,-28.169,203.84
45,2,-26.712,205.56
45,3,-27.625,203.44
45,4,-27.408,202.74
46,0,-26.519,204.8
46,1,-27.774,203.21
46,2,-26.032,202.95
46,3,-27.425,204.19
46,4,-26.611,202.36
47,0,-26.922,205.86
47,1,-27.663,203.43
47,2,-27.32,203.05
47,3,-27.031,204.43
47,4,-27.218,204.52
48,0,-25.729,203.25
48,1,-27.458,204.9
48,2,-27.017,202.85
48,3,-27.789,203.79
48,4,-27.532,202.75
49,0,-26.575,203.44
49,1,-28.164,205.1
49,2,-26.489,205.09
49,3,-28.298,203.94
49,4,-27.677,203.94
50,0,-26.299,204.82
50,1,-27.605,204.4
50,2,-26.302,204.43
50,3,-27.054,202.54
50,4,-28.06,203.34
51,0,-27.204,204.21
51,1,-26.972,203.91
51,2,-25.924,205.11
51,3,-26.618,204.61
51,4,-27.315,202.83
52,0,-27.356,204.14
52,1,-27.332,202.91
52,2,-26.164,203.35
52,3,-26.624,204.21
52,4,-26.516,201.25
53,0,-26.637,204.02
53,1,-26.169,203.04
53,2,-27.133,203.06
53,3,-26.591,205.71
53,4,-28.014,204.12
54,0,-27.235,203.37
54,1,-27.655,205.09
54,2,-29.12,201.96
54,3,-28.321,204.63
54,4,-28.56,202.16
55,0,-26.659,203.93
55,1,-26.524,203.14
55,2,-26.231,204.01
55,3,-27.546,203.67
55,4,-28,204.5
56,0,-28.037,201.04
56,1,-26.166,205.3
56,2,-28.861,203.54
56,3,-28.194,205.31
56,4,-28.879,203.64
57,0,-27.658,203.26
57,1,-27.589,202.77
57,2,-28.036,204.82
57,3,-27.664,200.91
57,4,-26.482,203.26
58,0,-28.348,202.26
58,1,-26.931,203.84
58,2,-28.398,203.34
58,3,-26.532,204.82
58,4,-27.931,202.07
59,0,-26.802,201.75
59,1,-28.604,199.96
59,2,-27.842,202.54
59,3,-27.285,202.79
59,4,-27.031,202.37
60,0,-28.362,202.36
60,1,-26.759,204.44
60,2,-27.38,201.97
60,3,-27.271,204.16
60,4,-27.564,202.56
61,0,-27.894,202.97
61,1,-26.822,202.71
61,2,-28.671,201.96
61,3,-28.596,203.17
61,4,-27.252,203.76
62,0,-27.761,201.09
62,1,-27.487,202.87
62,2,-26.543,202.74
62,3,-26.364,202.37
62,4,-27.231,202.75
63,0,-28.152,202.08
63,1,-26.589,203.1
63,2,-27.767,203.54
63,3,-28.771,201.29
63,4,-26.857,204.64
64,0,-28.505,202.39
64,1,-26.565,202.24
64,2,-27.704,202.97
64,3,-27.879,201.31
64,4,-27.444,202.81
65,0,-27.384,203.87
65,1,-27.033,201.59
65,2,-27.591,204.34
65,3,-28.615,202.39
65,4,-26.359,204.16
66,0,-28.874,203.24
66,1,-27.757,203.38
66,2,-27.667,204.26
66,3,-26.35,204.26
66,4,-26.803,201.79
67,0,-26.773,203.08
67,1,-27.811,203.67
67,2,-25.911,203.67
67,3,-28.058,202.39
67,4,-26.528,203.69
68,0,-28.526,202.28
68,1,-26.721,203.87
68,2,-27.779,200.91
68,3,-27.216,202.49
68,4,-27.612,203.48
69,0,-26.645,201.79
69,1,-27.378,201.01
69,2,-26.723,203.38
69,3,-28.094,201.76
69,4,-25.687,203.69
70,0,-27.823,200.91
70,1,-28.494,202.41
70,2,-27.648,202.1
70,3,-27.631,202.48
70,4,-28.198,201.82
71,0,-28.035,202.81
71,1,-29.141,200.62
71,2,-26.344,202.9
71,3,-28.068,201.43
71,4,-27.308,202.62
72,0,-27.629,202.61
72,1,-27.34,202.12
72,2,-27.4,202.43
72,3,-28.204,201.71
72,4,-27.942,202.38
73,0,-25.693,202.92
73,1,-29.114,202.19
73,2,-25.138,201.84
73,3,-26.811,201.91
73,4,-26.92,200.17
74,0,-27.49,202.9
74,1,-26.443,203.02
74,2,-26.863,201.58
74,3,-26.631,203.89
74,4,-27.586,202.72
75,0,-26.831,203.13
75,1,-28.429,203.57
75,2,-27.571,201.84
75,3,-27.701,200.72
75,4,-27.887,201.34
76,0,-27.365,202.33
76,1,-26.388,202.12
76,2,-27.854,200.94
76,3,-25.722,201.93
76,4,-26.684,202.61
77,0,-26.055,202.32
77,1,-27.955,202.5
77,2,-26.79,203.52
77,3,-27.968,202.51
77,4,-26.447,202.24
78,0,-28.663,203.59
78,1,-27.094,203.01
78,2,-27.544,203
78,3,-26.762,202.93
78,4,-27.971,202.88
79,0,-25.369,204.3
79,1,-27.445,202.6
79,2,-25.47,202.11
79,3,-27.545,202.1
79,4,-27.023,202.59
80,0,-27.264,202.69
80,1,-27.587,202.34
80,2,-28.562,202.57
80,3,-25.212,203.11
80,4,-28.385,201.91
81,0,-26.011,203.01
81,1,-27.613,203.28
81,2,-26.873,202.02
81,3,-26.651,201.61
81,4,-27.619,203.6
82,0,-26.002,202.38
82,1,-25.451,203.87
82,2,-29.13,201.92
82,3,-25.624,203.21
82,4,-27.133,202.57
83,0,-26.367,201.8
83,1,-26.441,201.49
83,2,-27.523,203.17
83,3,-27.137,201.11
83,4,-26.382,201.99
84,0,-27.502,200.7
84,1,-24.779,202.13
84,2,-27.435,201.97
84,3,-26.277,204.01
84,4,-26.785,201.69
85,0,-27.643,202.35
85,1,-26.576,202.39
85,2,-27.506,202.19
85,3,-27.197,202.01
85,4,-26.864,201.26
86,0,-28.166,201.97
86,1,-26.739,202.41
86,2,-27.183,201.6
86,3,-27.835,201.53
86,4,-27.147,202.69
87,0,-26.432,200.89
87,1,-26.824,202.79
87,2,-27.412,201.63
87,3,-26.734,203.18
87,4,-26.111,201.71
88,0,-26.49,201.3
88,1,-26.934,202.46
88,2,-26.884,202.99
88,3,-26.576,200.36
88,4,-26.427,201.83
89,0,-25.722,202.68
89,1,-26.349,202.68
89,2,-26.82,202.29
89,3,-26.789,201.59
89,4,-25.808,203.3
90,0,-26.904,202.16
90,1,-27.081,200.56
90,2,-27.277,202.45
90,3,-26.98,200.65
90,4,-26.819,201.88
91,0,-26.9,202.09
91,1,-25.98,201.57
91,2,-26.235,203.68
91,3,-27.472,202.37
91,4,-25.721,202.43
92,0,-28.066,203.37
92,1,-26.195,200.64
92,2,-28.181,203.07
92,3,-25.986,202.72
92,4,-27.554,201.7
93,0,-28.181,203.07
93,1,-27.564,202.38
93,2,-25.547,202.81
93,3,-27.374,202.26
93,4,-25.924,201.91
94,0,-26.161,201.77
94,1,-26.908,200.91
94,2,-26.301,201.49
94,3,-26.832,202.97
94,4,-27.363,201.88
95,0,-26.436,201.9
95,1,-27.867,201.37
95,2,-25.712,202.73
95,3,-27.376,202.26
95,4,-26.586,200.75
96,0,-25.901,200.79
96,1,-27.285,201.3
96,2,-26.648,202.59
96,3,-26.217,201.71
96,4,-27.953,201
97,0,-26.257,202.03
97,1,-26.82,201.78
97,2,-26.182,201.82
97,3,-27.65,200.73
97,4,-27.536,201.32
98,0,-25.111,200.99
98,1,-26.35,200.82
98,2,-27.822,201.04
98,3,-26.689,201.9
98,4,-26.969,201.82
99,0,-25.319,201.46
99,1,-26.7,201.32
99,2,-26.609,201.26
99,3,-26.896,202.38
99,4,-27.449,199.77
100,0,-26.685,202.1
100,1,-27.566,200.93
100,2,-27.503,201.72
100,3,-26.743,200.71
100,4,-26.283,200.91
101,0,-26.09,201.35
101,1,-26.986,201.4
101,2,-25.49,200.96
101,3,-25.203,202.87
101,4,-28.681,201.52
102,0,-27.239,202.42
102,1,-26.631,200.32
102,2,-26.689,201.72
102,3,-26.405,201.46
102,4,-27.758,202
103,0,-25.73,200.59
103,1,-26.374,202.6
103,2,-26.313,199.39
103,3,-25.217,202.21
103,4,-25.801,200.41
104,0,-26.499,201.12
104,1,-26.345,201.72
104,2,-26.828,200.5
104,3,-26.042,201.63
104,4,-26.843,200.91
105,0,-26.773,200.86
105,1,-27.125,203.28
105,2,-26.243,200.36
105,3,-26.22,201.61
105,4,-25.825,202.81
106,0,-26.57,200.41
106,1,-26.796,201.06
106,2,-26.28,201
106,3,-25.329,201.37
106,4,-26.372,201.81
107,0,-26.725,200.22
107,1,-26.164,201.8
107,2,-26.514,200.93
107,3,-26.228,202.29
107,4,-27.349,202.4
108,0,-26.808,200.51
108,1,-26.14,202.23
108,2,-26.45,198.72
108,3,-25.043,200.86
108,4,-26.354,201.22
109,0,-27.099,200.04
109,1,-26.784,201.45
109,2,-26.531,200.95
109,3,-26.302,201.03
109,4,-26.142,202.9
110,0,-27.488,201.32
110,1,-27.123,201.07
110,2,-26.483,201.22
110,3,-26.88,200.46
110,4,-26.909,201.9
111,0,-28.189,199.83
111,1,-26.841,200.91
111,2,-27.395,200.11
111,3,-25.698,199.69
111,4,-26.592,201.22
112,0,-26.873,200.04
112,1,-25.434,200.87
112,2,-26.328,200.25
112,3,-26.615,200
112,4,-25.874,202.73
113,0,-27.122,200.76
113,1,-27.754,200.88
113,2,-27.26,200.15
113,3,-26.263,201.56
113,4,-26.266,200.46
114,0,-27.522,201
114,1,-26.718,199.99
114,2,-26.476,201.51
114,3,-26.946,199.35
114,4,-25.566,200.54
115,0,-27.23,202.1
115,1,-25.116,202.32
115,2,-26.907,201.62
115,3,-27.517,200.32
115,4,-26.034,201.77
116,0,-27.221,202.21
116,1,-26.257,199.28
116,2,-26.088,201.37
116,3,-27.136,200.54
116,4,-25.139,201.54
117,0,-26.769,200.65
117,1,-25.61,200.76
117,2,-26.32,200.76
117,3,-27.275,201.48
117,4,-25.809,199.56
118,0,-26.339,202.41
118,1,-26.417,200.63
118,2,-26.09,200.65
118,3,-27.035,199.76
118,4,-26.177,198.85
119,0,-26.563,200.85
119,1,-26.097,201.01
119,2,-26.307,199.32
119,3,-27.163,201.06
119,4,-26.003,199.1
120,0,-25.949,201.8
120,1,-27.221,201.14
120,2,-25.853,200.44
120,3,-27.297,199.18
120,4,-26.489,201.03
121,0,-26.619,200.03
121,1,-26.908,201.44
121,2,-26.959,199.59
121,3,-27.742,200.23
121,4,-25.708,199.26
122,0,-26.419,200.96
122,1,-28.082,200.45
122,2,-26.319,201.34
122,3,-25.143,199.22
122,4,-25.507,201.18
123,0,-27.197,200.73
123,1,-27.543,200.93
123,2,-26.684,200.98
123,3,-28.027,200.33
123,4,-27.405,201.54
124,0,-25.101,201.57
124,1,-27.309,199.65
124,2,-27.046,200.98
124,3,-27.956,199.25
124,4,-26.447,200.14
125,0,-26.643,200.37
125,1,-26.657,200.14
125,2,-26.547,200.38
125,3,-26.351,200.55
125,4,-27.998,198.25
126,0,-25.713,201.76
126,1,-27.23,200.65
126,2,-26.018,199.52
126,3,-27.985,199.75
126,4,-27.595,200.95
127,0,-26.069,199
127,1,-27.357,201.35
127,2,-27.024,198.99
127,3,-25.851,201.27
127,4,-27.963,198.87
128,0,-25.53,200.59
128,1,-25.833,200.85
128,2,-25.488,201.65
128,3,-26.439,199.8
128,4,-27.027,200.84
129,0,-26.898,198.11
129,1,-25.516,200.76
129,2,-27.273,199.38
129,3,-26.051,201.09
129,4,-26.833,200.86
130,0,-26.527,200.8
130,1,-25.901,199.1
130,2,-25.919,200.4
130,3,-26.896,198.99
130,4,-25.836,200.27
131,0,-26.759,199.42
131,1,-26.42,199.97
131,2,-27.363,199.17
131,3,-26.617,201.26
131,4,-27.147,198.66
132,0,-26.327,199.29
132,1,-27.131,198.68
132,2,-25.98,199.97
132,3,-25.365,199.91
132,4,-27.546,198.94
133,0,-26.747,199.04
133,1,-24.969,200.88
133,2,-27.127,199.29
133,3,-27.036,201.58
133,4,-27.49,199.77
134,0,-26.399,199.25
134,1,-27.605,200.38
134,2,-27.937,199.88
134,3,-27.331,200.71
134,4,-27.125,199.35
135,0,-27.96,198.38
135,1,-25.553,200.67
135,2,-27.4,198.87
135,3,-25.182,199.79
135,4,-27.572,199.46
136,0,-28.04,198.03
136,1,-26.518,201.87
136,2,-25.59,200.66
136,3,-28.623,199.9
136,4,-26.747,200.86
137,0,-28.393,200.47
137,1,-25.442,200.61
137,2,-27.554,199.76
137,3,-27.75,199.82
137,4,-27.812,200
138,0,-26.983,199.79
138,1,-27.663,198.16
138,2,-26.201,200.75
138,3,-27.323,199.77
138,4,-25.821,202.27
139,0,-27.355,198.27
139,1,-26.75,200.7
139,2,-26.747,199.75
139,3,-25.934,199.69
139,4,-27.426,198.38
140,0,-26.793,200.28
140,1,-27.321,200.1
140,2,-26.089,200.97
140,3,-26.514,199.25
140,4,-25.625,200.7
141,0,-26.218,199.68
141,1,-25.38,200.59
141,2,-26.363,198.15
141,3,-26.576,200.29
141,4,-27.204,200.18
142,0,-27.038,200.16
142,1,-26.984,199.19
142,2,-26.656,200.57
142,3,-27.414,198.27
142,4,-25.262,201.14
143,0,-26.881,199.46
143,1,-27.275,199.58
143,2,-26.902,199.27
143,3,-26.258,198.68
143,4,-25.232,199.42
144,0,-26.22,201.26
144,1,-25.766,199.61
144,2,-25.478,200.87
144,3,-26.947,200.19
144,4,-26.789,200.58
145,0,-26.881,201.22
145,1,-26.808,198.51
145,2,-26.719,199.44
145,3,-27.982,199.93
145,4,-26.734,199.27
146,0,-26.676,199.96
146,1,-27.622,199.85
146,2,-25.85,200.59
146,3,-26.464,199.55
146,4,-26.383,200.27
147,0,-26.722,201.21
147,1,-27.392,200.08
147,2,-27.377,200.76
147,3,-27.106,199.78
147,4,-27.48,200.56
148,0,-26.182,200.16
148,1,-28.116,199.38
148,2,-27.096,200.69
148,3,-26.337,199.65
148,4,-25.917,199.73
149,0,-27.37,200.67
149,1,-27.2,199.09
149,2,-26.679,200.09
149,3,-25.429,200.19
149,4,-26.149,199.85
150,0,-25.724,201.48
150,1,-27.755,198.96
150,2,-26.609,199.66
150,3,-28.167,199.36
150,4,-26.165,199.63
151,0,-28.55,199.57
151,1,-27.313,199.24
151,2,-26.296,198.91
151,3,-26.567,200.59
151,4,-27.677,198.7
152,0,-25.832,200.62
152,1,-27.219,199.99
152,2,-25.13,199.43
152,3,-28.146,200.66
152,4,-26.611,199.51
153,0,-26.588,201.26
153,1,-27.059,199.87
153,2,-27.225,199.99
153,3,-25.319,201.67
153,4,-27.701,198.18
154,0,-25.628,200.57
154,1,-27.145,201.18
154,2,-26.259,200.15
154,3,-26.352,200.99
154,4,-26.64,201.09
155,0,-26.056,201.35
155,1,-26.291,201.35
155,2,-27.142,199.41
155,3,-26.539,201.85
155,4,-26.092,200.54
156,0,-25.667,200.59
156,1,-26.448,199.07
156,2,-27.185,199.91
156,3,-26.446,200.18
156,4,-26.197,199.91
157,0,-26.33,200.2
157,1,-25.93,200.29
157,2,-25.485,200.14
157,3,-25.567,199.49
157,4,-26.146,199.84
158,0,-25.58,199.82
158,1,-26.201,200.35
158,2,-26.58,200.09
158,3,-26.389,202.35
158,4,-26.817,200.47
159,0,-26.444,201.77
159,1,-25.219,200.21
159,2,-26.153,198.96
159,3,-26.336,199.9
159,4,-26.266,199.64
160,0,-25.829,199.09
160,1,-26.275,200.21
160,2,-26.109,199.37
160,3,-25.875,202.82
160,4,-26.688,201.01
161,0,-25.78,201.21
161,1,-25.564,202.26
161,2,-28.291,201.81
161,3,-26.461,201.46
161,4,-27.338,200.52
162,0,-26.251,199.91
162,1,-27.398,201.16
162,2,-26.855,201.72
162,3,-24.958,200.57
162,4,-27.322,199.99
163,0,-26.618,199.63
163,1,-24.85,200.37
163,2,-26.159,200.21
163,3,-25.052,200.29
163,4,-26.907,200.63
164,0,-24.766,200.26
164,1,-25.892,200.52
164,2,-25.814,200.73
164,3,-26.423,201.03
164,4,-25.872,200.39
165,0,-27.043,199.68
165,1,-25.438,200.46
165,2,-26.044,201.31
165,3,-26.491,200.6
165,4,-26.052,200.52
166,0,-26.665,199.47
166,1,-25.599,199.66
166,2,-25.719,199.43
166,3,-25.427,201.02
166,4,-25.379,200.66
167,0,-26.746,200.64
167,1,-26.355,200.85
167,2,-26.378,200.91
167,3,-26.56,201.05
167,4,-26.115,200.92
168,0,-26.57,200.63
168,1,-24.906,201.05
168,2,-26.31,198.4
168,3,-27.151,199.89
168,4,-25.371,201.64
169,0,-27.145,199.97
169,1,-25.999,200.62
169,2,-26.563,201.13
169,3,-25.921,199.98
169,4,-25.505,201.61
170,0,-26.585,200.75
170,1,-24.254,201.23
170,2,-26.204,200.34
170,3,-26.114,201.53
170,4,-26.248,201.55
171,0,-27.164,201.2
171,1,-26.432,200.46
171,2,-25.613,202.56
171,3,-26.241,200.83
171,4,-25.054,202.23
172,0,-27.476,200.25
172,1,-25.524,200.76
172,2,-24.338,200.15
172,3,-26.836,201.03
172,4,-25.73,201.74
173,0,-26.059,202.22
173,1,-25,199.98
173,2,-26.169,200.91
173,3,-26.727,200.59
173,4,-25.102,202.21
174,0,-26.61,199.73
174,1,-27.255,200.1
174,2,-24.975,200.23
174,3,-25.324,200.98
174,4,-25.869,199.39
175,0,-26.739,199.51
175,1,-26.088,200.48
175,2,-24.47,200.51
175,3,-25.993,200.55
175,4,-26.438,202.31
176,0,-26.324,200.64
176,1,-25.82,199.55
176,2,-24.83,199.65
176,3,-27.238,201.79
176,4,-27.064,201.54
177,0,-25.765,200.51
177,1,-26.487,199.63
177,2,-25.327,200.93
177,3,-26.358,199.32
177,4,-25.473,201.43
178,0,-24.622,199.61
178,1,-24.938,200.23
178,2,-25.415,200.72
178,3,-25.784,201.41
178,4,-26.779,200.54
179,0,-25.706,202.68
179,1,-26.114,200.66
179,2,-26.361,202.73
179,3,-27.843,199.94
179,4,-26.225,200.07
180,0,-26.354,200.84
180,1,-26.083,201.39
180,2,-26.128,200.06
180,3,-24.828,200.79
180,4,-26.62,199.36
181,0,-25.07,201.22
181,1,-25.77,200.31
181,2,-25.072,201.08
181,3,-26.55,200.72
181,4,-26.088,202.01
182,0,-25.366,200.91
182,1,-26.165,200.54
182,2,-25.925,201.07
182,3,-26.538,201.12
182,4,-26.367,200.22
183,0,-24.816,201.55
183,1,-26.113,200.6
183,2,-25.412,201.84
183,3,-25.824,200.45
183,4,-26.553,201.43
184,0,-25.7,200.44
184,1,-25.527,201.72
184,2,-26.001,201.31
184,3,-26.144,201.7
184,4,-26.435,201.62
185,0,-25.746,202.32
185,1,-27.684,201.51
185,2,-26.169,201.54
185,3,-26.907,200.75
185,4,-26.413,201.04
186,0,-25.706,201.42
186,1,-25.284,202
186,2,-26.619,201.04
186,3,-24.555,200.85
186,4,-27.272,200.71
187,0,-24.42,201.56
187,1,-26.546,201.73
187,2,-26.383,203.02
187,3,-25.935,201.29
187,4,-25.871,201.13
188,0,-25.9,200.84
188,1,-26.104,202.4
188,2,-25.71,200.93
188,3,-24.011,200.58
188,4,-26.988,199.74
189,0,-24.413,201.94
189,1,-25.942,201.63
189,2,-26.035,201.76
189,3,-25.456,201.07
189,4,-24.944,202.53
190,0,-26.156,201.82
190,1,-25.509,201.8
190,2,-27.413,201.93
190,3,-24.934,202.8
190,4,-26.198,200.1
191,0,-25.865,201.85
191,1,-26.526,201.79
191,2,-25.774,201.89
191,3,-25.768,201.82
191,4,-25.99,200.04
192,0,-25.414,201.82
192,1,-24.147,201.83
192,2,-27.269,199.93
192,3,-24.744,202.53
192,4,-26.099,200.62
193,0,-25.645,200.47
193,1,-26.317,202.62
193,2,-26.171,201.93
193,3,-26.566,200.86
193,4,-25.768,201.73
194,0,-25.595,200.35
194,1,-24.874,201.38
194,2,-26.596,199.69
194,3,-24.427,199.78
194,4,-24.974,201.19
195,0,-25.385,200.54
195,1,-26.374,201.91
195,2,-25.036,201.82
195,3,-25.384,200.94
195,4,-24.905,201.84
196,0,-26.533,201.4
196,1,-24.968,201.98
196,2,-25.624,199.72
196,3,-25.691,199.28
196,4,-25.263,202.59
197,0,-25.944,201.04
197,1,-26.27,200.64
197,2,-25.149,200.66
197,3,-25.576,201.15
197,4,-24.203,200.19
198,0,-26.355,201.14
198,1,-25.681,201.37
198,2,-26.101,201.3
198,3,-25.849,200.16
198,4,-26.702,200.14
199,0,-25.299,200.04
199,1,-25.412,200.47
199,2,-25.29,200.42
199,3,-26.451,200.68
199,4,-24.493,201.57
200,0,-26.398,199.94
200,1,-24.688,200.69
200,2,-25.751,201.32
200,3,-24.732,201.53
200,4,-25.454,202.6
201,0,-25.552,201.33
201,1,-26.134,202.33
201,2,-24.675,203.29
201,3,-27.229,201.18
201,4,-25.048,200.88
202,0,-26.948,200.29
202,1,-25.171,201.46
202,2,-25.229,202.57
202,3,-25.71,201.13
202,4,-25.38,201.89
203,0,-25.046,201.49
203,1,-25.953,201.72
203,2,-24.21,202.52
203,3,-27.279,200.49
203,4,-24.736,202.54
204,0,-25.657,201.99
204,1,-25.057,201.05
204,2,-25.282,202.4
204,3,-26.338,202.01
204,4,-25.494,201.41
205,0,-25.945,200.41
205,1,-26.234,200.5
205,2,-23.956,199.65
205,3,-26.539,200.46
205,4,-25.663,200.65
206,0,-26.002,200.58
206,1,-26.118,200.03
206,2,-24.805,201.49
206,3,-25.302,200.91
206,4,-25.34,201.31
207,0,-25.374,200.62
207,1,-27.152,200.49
207,2,-25.264,200.75
207,3,-26.466,200.91
207,4,-26.307,200.64
208,0,-26.392,200.9
208,1,-26.787,200.12
208,2,-26.24,201.26
208,3,-23.926,200.4
208,4,-25.777,201.58
209,0,-26.746,199.33
209,1,-26.419,200.88
209,2,-24.335,201.5
209,3,-26.558,199.98
209,4,-27.079,201.51
210,0,-26.164,203.26
210,1,-26.27,201.14
210,2,-25.341,202.29
210,3,-26.679,200.39
210,4,-26.28,201.8
211,0,-24.736,200.92
211,1,-27.406,199.79
211,2,-24.819,201.19
211,3,-26.398,201.67
211,4,-25.703,200.32
212,0,-25.716,201.59
212,1,-25.543,200.88
212,2,-26.626,201.31
212,3,-25.217,201.68
212,4,-27.302,200.39
213,0,-25.511,200.52
213,1,-26.161,201.1
213,2,-25.209,200.54
213,3,-25.828,201.1
213,4,-26.465,200.33
214,0,-26.914,201.52
214,1,-25.744,201.98
214,2,-25.844,200.59
214,3,-24.607,201.62
214,4,-27.658,202.06
215,0,-24.253,202.21
215,1,-25.371,202.46
215,2,-26.303,201.29
215,3,-25.367,202.76
215,4,-26.468,201.39
