Frame, SubFrame, COPx(mm), COPy(mm)
1,0,119.66,228.99
1,1,119.32,228.38
1,2,119.56,228.47
1,3,119.22,228.16
1,4,119.18,227.76
2,0,119.04,228.28
2,1,119.57,228.61
2,2,119.16,228.21
2,3,120.23,229.14
2,4,119.14,227.47
3,0,119.35,228.79
3,1,119.37,228.77
3,2,118.86,228.28
3,3,119.15,229.08
3,4,118.78,228.94
4,0,119.21,228.75
4,1,119.47,228.97
4,2,118.89,229.13
4,3,119.33,228.06
4,4,119.05,229.04
5,0,118.28,227.84
5,1,119.08,230.6
5,2,118.39,228.51
5,3,119.29,230.3
5,4,118.79,229.35
6,0,119.39,229.04
6,1,118.13,228.56
6,2,118.5,229.44
6,3,118.32,228.85
6,4,118.91,229.26
7,0,117.7,229.35
7,1,118.93,228.97
7,2,118.29,228.71
7,3,118.33,228.26
7,4,118.83,229.77
8,0,118.23,229.08
8,1,118.13,229.15
8,2,117.72,228.43
8,3,118.19,229.4
8,4,118.76,227.18
9,0,118.27,229.17
9,1,118.02,227.91
9,2,118.3,229.75
9,3,117.97,228.1
9,4,118.49,229.15
10,0,117.83,229.55
10,1,118.1,228.74
10,2,118.3,228.3
10,3,118.66,229.78
10,4,117.88,228.49
11,0,118.45,229.21
11,1,118.06,229.07
11,2,118.19,228.84
11,3,117.6,228.85
11,4,117.54,228.88
12,0,118.06,228.95
12,1,117.93,228.44
12,2,117.17,228.45
12,3,118.23,228.2
12,4,117.49,229.22
13,0,117.74,228.75
13,1,117.76,229.45
13,2,117.12,228.19
13,3,118.52,229.47
13,4,117.31,228.64
14,0,117.47,229.09
14,1,117.72,228.31
14,2,118.01,229.27
14,3,118.1,229.2
14,4,118.13,229.01
15,0,117.22,229
15,1,117.84,228.67
15,2,117.26,227.77
15,3,117.56,227.24
15,4,117.82,228.97
16,0,117.44,228.37
16,1,118.12,228.41
16,2,117.91,227.99
16,3,117.35,228.59
16,4,117,228.72
17,0,117.5,228.76
17,1,117.33,227.41
17,2,117.37,229.47
17,3,117.06,228.37
17,4,117.64,229.09
18,0,116.87,227.78
18,1,117.42,228.68
18,2,116.67,229.12
18,3,117.42,228.1
18,4,116.49,228.65
19,0,117.26,229.84
19,1,116.92,228.92
19,2,117.78,227.36
19,3,117.19,229.28
19,4,116.87,227.94
20,0,116.32,229.38
20,1,117.19,228.12
20,2,117.32,229.19
20,3,117.46,228.5
20,4,117.05,228.5
21,0,117.26,228.05
21,1,117.2,228.85
21,2,116.25,227.82
21,3,117.1,229.19
21,4,116.73,228.34
22,0,117.07,228.51
22,1,116.85,229.56
22,2,117.05,227.49
22,3,116.95,228
22,4,117.41,228.98
23,0,116.44,227.82
23,1,117.53,229.17
23,2,116.85,228.81
23,3,117.87,227.44
23,4,117.16,229.16
24,0,117.29,228.05
24,1,117.06,228.65
24,2,116.63,227.83
24,3,116.47,227.79
24,4,117.02,228.1
25,0,117.22,229.27
25,1,116.68,227.19
25,2,117.43,228.94
25,3,116.74,228.04
25,4,117.02,228.1
26,0,115.49,228.57
26,1,116.94,227.28
26,2,117.35,228.58
26,3,116.81,228.12
26,4,116.95,227.26
27,0,117.48,228.45
27,1,116.68,228.67
27,2,116.46,228.09
27,3,116.38,229.33
27,4,116.81,227.37
28,0,116.7,228.47
28,1,117.01,228.69
28,2,116.8,227.51
28,3,117.4,228.8
28,4,116.29,228.66
29,0,116.81,227.81
29,1,116.83,229.4
29,2,116.25,228.1
29,3,117.82,228.93
29,4,116.06,228.39
30,0,117.87,229.04
30,1,116.61,228.4
30,2,116.99,229.44
30,3,117.04,227.76
30,4,117.34,229.29
31,0,116.96,228.13
31,1,117.69,227.69
31,2,117.12,228.58
31,3,117.55,227.38
31,4,116.8,229.71
32,0,116.84,228.07
32,1,116.84,228.21
32,2,116.67,228.35
32,3,117.17,228.7
32,4,117.22,227.76
33,0,117.55,228.4
33,1,116.76,227.98
33,2,117.1,229.33
33,3,116.38,227.68
33,4,117.25,228.03
34,0,116.63,228.21
34,1,117.54,227.81
34,2,117.64,228.15
34,3,116.99,228.99
34,4,117.22,228.36
35,0,117.06,228.32
35,1,116.57,227.82
35,2,117.49,228.44
35,3,116.47,228.63
35,4,116.91,227.43
36,0,117.26,228.3
36,1,116.1,228.35
36,2,116.79,228.1
36,3,116.47,227.45
36,4,116.63,228.53
37,0,116.14,228.61
37,1,117.19,228.98
37,2,116.86,227.45
37,3,117.23,228.79
37,4,115.92,228.94
38,0,116.82,229.12
38,1,117.48,229.05
38,2,116.24,228.69
38,3,116.93,229.16
38,4,116.72,227.85
39,0,117.07,228.17
39,1,116.81,228.24
39,2,115.82,229.32
39,3,116.63,227.65
39,4,116.58,229.45
40,0,116.22,227.37
40,1,116.57,229.17
40,2,117.04,228.21
40,3,117.72,228.87
40,4,116.36,227.85
41,0,116.37,229.94
41,1,116.6,228.12
41,2,116.68,230.27
41,3,115.38,229.09
41,4,116.86,230.13
42,0,116.06,229.14
42,1,116.04,229.46
42,2,115.33,229.4
42,3,115.99,229.05
42,4,115.95,229.07
43,0,116.08,229.41
43,1,115.34,229.4
43,2,115.93,229.97
43,3,116.38,229.03
43,4,115.67,229
44,0,114.89,229.44
44,1,115.4,228.76
44,2,115.51,230.74
44,3,115.77,229.21
44,4,115.58,229.65
45,0,115.36,229.84
45,1,115.63,230.52
45,2,114.83,228.76
45,3,115.3,229.73
45,4,115.88,230.02
46,0,116,230.38
46,1,115.04,229.48
46,2,115.87,229.88
46,3,115.59,230.26
46,4,115.22,229.06
47,0,115.49,230.18
47,1,115.58,229.96
47,2,115.42,229.21
