Frame, SubFrame, Fx1(N), Fy1(N), Fz1(N), Fx2(N), Fy2(N), Fz2(N)
171,0,0,0,0,0,0,0
171,1,0,0,0,0,0,0
171,2,0,0,0,0,0,0
171,3,0,0,0,0,0,0
171,4,0,0,0,0,0,0
172,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0
172,2,0,0,0,0,0,0
172,3,0,0,0,0,0,0
172,4,0,0,0,0,0,0
173,0,0,0,0,0,0,0
173,1,0,0,0,0,0,0
173,2,0,0,0,0,0,0
173,3,0,0,0,0,0,0
173,4,0,0,0,0,0,0
174,0,0,0,0,0,0,0
174,1,0,0,0,0,0,0
174,2,0,0,0,0,0,0
174,3,0,0,0,0,0,0
174,4,0,0,0,0,0,0
175,0,0,0,0,0,0,0
175,1,0,0,0,0,0,0
175,2,0,0,0,0,0,0
175,3,0,0,0,0,0,0
175,4,0,0,0,0,0,0
176,0,0,0,0,0,0,0
176,1,0,0,0,0,0,0
176,2,0,0,0,0,0,0
176,3,0,0,0,0,0,0
176,4,0,0,0,0,0,0
177,0,0,0,0,0,0,0
177,1,0,0,0,0,0,0
177,2,0,0,0,0,0,0
177,3,0,0,0,0,0,0
177,4,0,0,0,0,0,0
178,0,0,0,0,0,0,0
178,1,0,0,0,0,0,0
178,2,0,0,0,0,0,0
178,3,0,0,0,0,0,0
178,4,0,0,0,0,0,0
179,0,0,0,0,0,0,0
179,1,0,0,0,0,0,0
179,2,0,0,0,0,0,0
179,3,0,0,0,0,0,0
179,4,0,0,0,0,0,0
180,0,0,0,0,0,0,0
180,1,0,0,0,0,0,0
180,2,0,0,0,0,0,0
180,3,0,0,0,0,0,0
180,4,0,0,0,0,0,0
181,0,0,0,0,0,0,0
181,1,0,0,0,0,0,0
181,2,0,0,0,0,0,0
181,3,0,0,0,0,0,0
181,4,0,0,0,0,0,0
182,0,0,0,0,0,0,0
182,1,0,0,0,0,0,0
182,2,0,0,0,0,0,0
182,3,0,0,0,0,0,0
182,4,0,0,0,0,0,0
183,0,0,0,0,0,0,0
183,1,0,0,0,0,0,0
183,2,0,0,0,0,0,0
183,3,0,0,0,0,0,0
183,4,0,0,0,0,0,0
184,0,0,0,0,0,0,0
184,1,0,0,0,0,0,0
184,2,0,0,0,0,0,0
184,3,0,0,0,0,0,0
184,4,0,0,0,0,0,0
185,0,0,0,0,0,0,0
185,1,0,0,0,0,0,0
185,2,0,0,0,0,0,0
185,3,0,0,0,0,0,0
185,4,0,0,0,0,0,0
186,0,0,0,0,0,0,0
186,1,0,0,0,0,0,0
186,2,0,0,0,0,0,0
186,3,0,0,0,0,0,0
186,4,0,0,0,0,0,0
187,0,0,0,0,0,0,0
187,1,0,0,0,0,0,0
187,2,0,0,0,0,0,0
187,3,0,0,0,0,0,0
187,4,0,0,0,0,0,0
188,0,0,0,0,0,0,0
188,1,0,0,0,0,0,0
188,2,0,0,0,0,0,0
188,3,0,0,0,0,0,0
188,4,0,0,0,0,0,0
189,0,0,0,0,0,0,0
189,1,0,0,0,0,0,0
189,2,0,0,0,0,0,0
189,3,0,0,0,0,0,0
189,4,0,0,0,0,0,0
190,0,0,0,0,0,0,0
190,1,0,0,0,0,0,0
190,2,0,0,0,0,0,0
190,3,0,0,0,0,0,0
190,4,0,0,0,0,0,0
191,0,0,0,0,0,0,0
191,1,0,0,0,0,0,0
191,2,0,0,0,0,0,0
191,3,0,0,0,0,0,0
191,4,0,0,0,0,0,0
192,0,0,0,0,0,0,0
192,1,0,0,0,0,0,0
192,2,0,0,0,0,0,0
192,3,0,0,0,0,0,0
192,4,0,0,0,0,0,0
193,0,0,0,0,0,0,0
193,1,0,0,0,0,0,0
193,2,0,0,0,0,0,0
193,3,0,0,0,0,0,0
193,4,0,0,0,0,0,0
194,0,0,0,0,0,0,0
194,1,0,0,0,0,0,0
194,2,0,0,0,0,0,0
194,3,0,0,0,0,0,0
194,4,0,0,0,0,0,0
195,0,0,0,0,0,0,0
195,1,0,0,0,0,0,0
195,2,0,0,0,0,0,0
195,3,0,0,0,0,0,0
195,4,0,0,0,0,0,0
196,0,0,0,0,0,0,0
196,1,0,0,0,0,0,0
196,2,0,0,0,0,0,0
196,3,0,0,0,0,0,0
196,4,0,0,0,0,0,0
197,0,0,0,0,0,0,0
197,1,0,0,0,0,0,0
197,2,0,0,0,0,0,0
197,3,0,0,0,0,0,0
197,4,0,0,0,0,0,0
198,0,0,0,0,0,0,0
198,1,0,0,0,0,0,0
198,2,0,0,0,0,0,0
198,3,0,0,0,0,0,0
198,4,0,0,0,0,0,0
199,0,0,0,0,0,0,0
199,1,0,0,0,0,0,0
199,2,0,0,0,0,0,0
199,3,0,0,0,0,0,0
199,4,0,0,0,0,0,0
200,0,0,0,0,0,0,0
200,1,0,0,0,0,0,0
200,2,0,0,0,0,0,0
200,3,0,0,0,0,0,0
200,4,0,0,0,0,0,0
201,0,0,0,0,0,0,0
201,1,0,0,0,0,0,0
201,2,0,0,0,0,0,0
201,3,0,0,0,0,0,0
201,4,0,0,0,0,0,0
202,0,0,0,0,0,0,0
202,1,0,0,0,0,0,0
202,2,0,0,0,0,0,0
202,3,0,0,0,0,0,0
202,4,0,0,0,0,0,0
203,0,0,0,0,0,0,0
203,1,0,0,0,0,0,0
203,2,0,0,0,0,0,0
203,3,0,0,0,0,0,0
203,4,0,0,0,0,0,0
204,0,0,0,0,0,0,0
204,1,0,0,0,0,0,0
204,2,0,0,0,0,0,0
204,3,0,0,0,0,0,0
204,4,0,0,0,0,0,0
205,0,0,0,0,0,0,0
205,1,0,0,0,0,0,0
205,2,0,0,0,0,0,0
205,3,0,0,0,0,0,0
205,4,0,0,0,0,0,0
206,0,0,0,0,0,0,0
206,1,0,0,0,0,0,0
206,2,0,0,0,0,0,0
206,3,0,0,0,0,0,0
206,4,0,0,0,0,0,0
207,0,0,0,0,0,0,0
207,1,0,0,0,0,0,0
207,2,0,0,0,0,0,0
207,3,0,0,0,0,0,0
207,4,0,0,0,0,0,0
208,0,0,0,0,0,0,0
208,1,0,0,0,0,0,0
208,2,0,0,0,0,0,0
208,3,0,0,0,0,0,0
208,4,0,0,0,0,0,0
209,0,0,0,0,0,0,0
209,1,0,0,0,0,0,0
209,2,0,0,0,0,0,0
209,3,0,0,0,0,0,0
209,4,0,0,0,0,0,0
210,0,0,0,0,0,0,0
210,1,0,0,0,0,0,0
210,2,0,0,0,0,0,0
210,3,0,0,0,0,0,0
210,4,0,0,0,0,0,0
211,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0
211,2,0,0,0,0,0,0
211,3,0,0,0,0,0,0
211,4,0,0,0,0,0,0
212,0,0,0,0,0,0,0
212,1,0.17633,-2.0898,-33.44,0,0,0
212,2,0.096274,-2.3248,-54.18,0,0,0
212,3,0.48893,-3.4988,-91.187,0,0,0
212,4,-1.5407,-4.2034,-150.65,0,0,0
213,0,-5.4468,-3.2652,-253.68,0,0,0
213,1,-7.3896,-2.5613,-406.54,0,0,0
213,2,-10.178,-9.8382,-566.02,0,0,0
213,3,-24.287,-13.204,-656.68,0,0,0
213,4,-41.455,-12.814,-639.72,0,0,0
214,0,-39.183,-15.239,-560.79,0,0,0
214,1,-35.115,-11.406,-500.25,0,0,0
214,2,-43.24,-4.4431,-502.35,0,0,0
214,3,-44.959,0.40781,-534.92,0,0,0
214,4,-43.476,5.3371,-542.56,0,0,0
215,0,-45.199,12.222,-497.23,0,0,0
215,1,-43.568,17.465,-435.96,0,0,0
215,2,-40.762,24.428,-413.81,0,0,0
215,3,-39.833,30.922,-432.52,0,0,0
215,4,-38.901,34.678,-465.42,0,0,0
216,0,-39.684,42.346,-472.34,0,0,0
216,1,-41.1,52.673,-454.68,0,0,0
216,2,-40.482,58.932,-430.1,0,0,0
216,3,-38.456,64.8,-433.91,0,0,0
216,4,-37.836,73.954,-458.14,0,0,0
217,0,-38.938,87.256,-484.1,0,0,0
217,1,-38.633,99.775,-485.83,0,0,0
217,2,-34.812,109.87,-474.05,0,0,0
217,3,-30.916,119.49,-458.14,0,0,0
217,4,-26.007,130.29,-454.32,0,0,0
218,0,-20.787,142.11,-471.29,0,0,0
218,1,-15.889,151.73,-488.25,0,0,0
218,2,-10.914,160.81,-484.79,0,0,0
218,3,-6.0134,168.01,-482.68,0,0,0
218,4,-2.2063,175.28,-480.25,0,0,0
219,0,1.7608,182.95,-495.12,0,0,0
219,1,6.5117,188.19,-526.95,0,0,0
219,2,10.716,192.1,-561.9,0,0,0
219,3,15.626,193.82,-578.49,0,0,0
219,4,22.411,194.37,-580.9,0,0,0
220,0,28.567,194.84,-582.26,0,0,0
220,1,34.027,195.55,-599.9,0,0,0
220,2,37.617,193.67,-636.57,0,0,0
220,3,36.605,190.54,-676.02,0,0,0
220,4,35.667,187.88,-694.35,0,0,0
221,0,35.127,183.89,-691.9,0,0,0
221,1,33.179,180.92,-689.47,0,0,0
221,2,30.062,178.73,-711.29,0,0,0
221,3,26.007,178.1,-731.35,0,0,0
221,4,22.496,181.93,-747.28,0,0,0
222,0,19.06,186.39,-733.44,0,0,0
222,1,16.642,188.12,-712.68,0,0,0
222,2,15.24,191.79,-701.96,0,0,0
222,3,12.819,196.49,-713.04,0,0,0
222,4,9.6196,201.57,-717.89,0,0,0
223,0,7.9803,205.88,-714.8,0,0,0
223,1,7.4375,208.07,-696.45,0,0,0
223,2,6.7352,209.16,-682.95,0,0,0
223,3,6.2656,209.24,-679.49,0,0,0
223,4,5.3293,209.01,-687.12,0,0,0
224,0,4.8619,207.36,-687.81,0,0,0
224,1,4.2374,205.72,-685.04,0,0,0
224,2,3.7685,203.61,-684.36,0,0,0
224,3,3.9233,202.98,-682.96,0,0,0
224,4,4.2351,202.44,-681.59,0,0,0
225,0,4.3106,201.26,-688.16,0,0,0
225,1,4.3861,201.89,-690.59,0,0,0
225,2,5.3186,202.44,-688.5,0,0,0
225,3,6.6437,203.61,-682.63,0,0,0
225,4,8.7451,205.1,-678.47,0,0,0
226,0,10.071,207.37,-676.75,0,0,0
226,1,11.394,209.4,-682.63,0,0,0
226,2,12.795,212.37,-686.09,0,0,0
226,3,15.211,214.96,-690.59,0,0,0
226,4,17.472,217.3,-688.51,0,0,0
227,0,19.346,218.48,-694.05,0,0,0
227,1,20.752,220.2,-699.58,0,0,0
227,2,22.155,221.6,-707.88,0,0,0
227,3,24.029,222.15,-715.15,0,0,0
227,4,24.811,222.86,-718.96,0,0,0
228,0,26.374,223.8,-717.56,0,0,0
228,1,28.013,224.58,-725.87,0,0,0
228,2,28.245,225.68,-732.79,0,0,0
228,3,29.104,226.93,-740.06,0,0,0
228,4,29.965,227.32,-746.98,0,0,0
229,0,30.276,227.94,-749.39,0,0,0
229,1,30.119,228.65,-754.23,0,0,0
229,2,30.433,229.12,-760.46,0,0,0
229,3,30.12,229.82,-766.68,0,0,0
229,4,29.65,230.21,-777.06,0,0,0
230,0,29.336,231.31,-781.9,0,0,0
230,1,28.944,232.09,-792.28,0,0,0
230,2,28.164,232.48,-797.81,0,0,0
230,3,28.241,232.56,-803.35,0,0,0
230,4,27.538,232.48,-811.3,0,0,0
231,0,26.524,232.01,-817.53,0,0,0
231,1,26.289,231.23,-818.21,0,0,0
231,2,26.681,229.51,-826.53,0,0,0
231,3,26.605,228.26,-824.79,0,0,0
231,4,26.136,226.46,-834.13,0,0,0
232,0,26.608,225.52,-837.93,0,0,0
232,1,27.386,224.66,-851.08,0,0,0
232,2,27.779,224.03,-845.9,0,0,0
232,3,29.028,223.17,-851.77,0,0,0
232,4,29.888,222.7,-851.42,0,0,0
233,0,30.823,222.31,-859.39,0,0,0
233,1,31.213,222.23,-859.72,0,0,0
233,2,31.995,221.92,-862.49,0,0,0
233,3,32.621,221.76,-868.37,0,0,0
233,4,32.618,221.76,-869.4,0,0,0
234,0,33.556,220.43,-873.57,0,0,0
234,1,33.559,219.57,-876,0,0,0
234,2,34.028,218.32,-872.18,0,0,0
234,3,34.028,217.15,-871.49,0,0,0
234,4,34.109,215.5,-873.91,0,0,0
235,0,33.64,214.33,-871.48,0,0,0
235,1,33.956,213.39,-872.18,0,0,0
235,2,33.958,211.44,-871.48,0,0,0
235,3,33.411,210.65,-878.06,0,0,0
235,4,33.646,209.87,-877.37,0,0,0
236,0,34.35,209.09,-881.88,0,0,0
236,1,34.74,207.76,-880.84,0,0,0
236,2,34.429,206.82,-877.37,0,0,0
236,3,35.29,206.12,-879.79,0,0,0
236,4,35.526,205.18,-884.29,0,0,0
237,0,35.604,204.47,-886.02,0,0,0
237,1,35.919,203.77,-884.29,0,0,0
237,2,35.998,202.36,-888.44,0,0,0
237,3,35.764,201.89,-891.91,0,0,0
237,4,36.311,201.11,-890.18,0,0,0
238,0,36.624,199.78,-886.72,0,0,0
238,1,36.702,199,-885.34,0,0,0
238,2,37.016,197.98,-886.72,0,0,0
238,3,37.408,197.2,-884.99,0,0,0
238,4,37.096,196.34,-888.45,0,0,0
239,0,37.489,195.63,-883.27,0,0,0
239,1,37.489,194.15,-885.33,0,0,0
239,2,38.036,193.13,-886.73,0,0,0
239,3,37.648,192.11,-884.3,0,0,0
239,4,38.273,190.86,-880.84,0,0,0
240,0,38.746,189.06,-881.18,0,0,0
240,1,38.588,187.97,-879.45,0,0,0
240,2,38.278,186.79,-879.11,0,0,0
240,3,38.749,185.93,-880.84,0,0,0
240,4,38.672,184.76,-881.54,0,0,0
241,0,38.827,183.82,-877.73,0,0,0
241,1,38.906,182.33,-876.7,0,0,0
241,2,38.985,181.47,-876.35,0,0,0
241,3,38.908,180.77,-875.66,0,0,0
241,4,39.613,178.89,-871.15,0,0,0
242,0,39.77,177.48,-870.47,0,0,0
242,1,39.458,176.15,-868.74,0,0,0
242,2,39.539,175.06,-869.43,0,0,0
242,3,40.321,173.65,-871.17,0,0,0
242,4,40.008,172.24,-863.9,0,0,0
243,0,40.478,170.44,-861.47,0,0,0
243,1,40.402,169.19,-863.55,0,0,0
243,2,40.793,168.17,-858.37,0,0,0
243,3,40.874,166.21,-853.87,0,0,0
243,4,40.876,164.65,-849.03,0,0,0
244,0,40.642,163.09,-848.34,0,0,0
244,1,40.566,162.22,-844.53,0,0,0
244,2,41.036,160.82,-846.27,0,0,0
244,3,40.803,159.64,-839.34,0,0,0
244,4,40.806,158.47,-837.62,0,0,0
245,0,40.883,157.45,-831.74,0,0,0
245,1,40.806,155.73,-832.78,0,0,0
245,2,40.497,154.95,-831.06,0,0,0
245,3,40.966,153.85,-822.05,0,0,0
245,4,40.656,152.13,-818.96,0,0,0
246,0,40.187,151.11,-815.49,0,0,0
246,1,40.348,149.86,-811,0,0,0
246,2,40.27,147.91,-807.19,0,0,0
246,3,40.273,146.5,-798.54,0,0,0
246,4,40.193,144.78,-791.63,0,0,0
247,0,40.275,143.13,-786.78,0,0,0
247,1,40.511,141.8,-785.74,0,0,0
247,2,40.434,139.92,-777.79,0,0,0
247,3,40.356,138.52,-771.91,0,0,0
247,4,40.125,136.64,-767.07,0,0,0
248,0,39.816,135.7,-765,0,0,0
248,1,39.736,134.68,-761.19,0,0,0
248,2,39.815,132.65,-758.43,0,0,0
248,3,39.427,131.24,-752.21,0,0,0
248,4,39.428,129.99,-745.63,0,0,0
249,0,39.9,128.27,-743.56,0,0,0
249,1,39.432,126.55,-736.99,0,0,0
249,2,39.433,125.61,-729.38,0,0,0
249,3,39.277,123.81,-726.26,0,0,0
249,4,39.437,122.16,-719.35,0,0,0
250,0,38.734,121.22,-719.35,0,0,0
250,1,38.657,120.21,-709.33,0,0,0
250,2,39.282,118.17,-704.82,0,0,0
250,3,38.425,116.37,-697.22,0,0,0
250,4,38.271,115.04,-694.1,0,0,0
251,0,38.507,113.4,-687.52,0,0,0
251,1,38.663,111.68,-683.38,0,0,0
251,2,37.883,110.19,-676.46,0,0,0
251,3,37.966,108.78,-674.39,0,0,0
251,4,37.655,107.53,-670.93,0,0,0
252,0,37.732,106.12,-668.17,0,0,0
252,1,37.498,104.64,-659.18,0,0,0
252,2,37.187,102.92,-652.94,0,0,0
252,3,37.424,101.66,-646.37,0,0,0
252,4,36.879,100.49,-642.91,0,0,0
253,0,37.193,98.925,-636.35,0,0,0
253,1,36.803,97.438,-633.91,0,0,0
253,2,36.808,96.421,-627.7,0,0,0
253,3,36.414,95.638,-625.96,0,0,0
253,4,36.26,94.074,-624.25,0,0,0
254,0,35.479,93.213,-616.64,0,0,0
254,1,35.871,92.039,-606.95,0,0,0
254,2,36.03,90.553,-604.53,0,0,0
254,3,35.248,89.614,-600.73,0,0,0
254,4,35.484,88.44,-596.24,0,0,0
255,0,35.485,87.423,-590.35,0,0,0
255,1,35.331,86.093,-585.85,0,0,0
255,2,34.627,85.467,-581.71,0,0,0
255,3,34.472,84.45,-580.33,0,0,0
255,4,35.022,83.041,-573.76,0,0,0
256,0,34.865,81.711,-567.53,0,0,0
256,1,34.477,81.242,-559.22,0,0,0
256,2,34.4,79.755,-560.61,0,0,0
256,3,33.776,78.894,-558.19,0,0,0
256,4,33.933,77.955,-554.04,0,0,0
257,0,33.701,76.391,-548.85,0,0,0
257,1,33.389,75.686,-546.09,0,0,0
257,2,33.155,74.826,-541.93,0,0,0
257,3,33.001,73.183,-539.52,0,0,0
257,4,33.313,72.165,-531.91,0,0,0
258,0,32.614,71.305,-525.68,0,0,0
258,1,32.692,69.818,-523.6,0,0,0
258,2,32.693,69.036,-521.18,0,0,0
258,3,32.304,68.175,-517.04,0,0,0
258,4,32.462,67.393,-511.16,0,0,0
259,0,32.307,65.906,-506.3,0,0,0
259,1,31.605,64.654,-509.43,0,0,0
259,2,30.671,61.603,-498.36,0,0,0
259,3,30.986,56.361,-498.36,0,0,0
259,4,31.459,53.231,-488.67,0,0,0
260,0,29.582,57.378,-487.63,0,0,0
260,1,29.818,58.238,-483.48,0,0,0
260,2,30.754,57.691,-489.03,0,0,0
260,3,30.598,59.021,-482.11,0,0,0
260,4,30.908,59.021,-478.64,0,0,0
261,0,30.442,58.63,-476.22,0,0,0
261,1,30.366,59.021,-475.19,0,0,0
261,2,29.973,58.473,-470.7,0,0,0
261,3,30.129,57.377,-467.57,0,0,0
261,4,29.587,56.438,-463.77,0,0,0
262,0,28.416,55.891,-459.97,0,0,0
262,1,28.496,55.421,-455.82,0,0,0
262,2,28.263,53.778,-455.48,0,0,0
262,3,27.483,52.996,-450.98,0,0,0
262,4,26.938,51.509,-447.86,0,0,0
263,0,26.629,50.649,-450.29,0,0,0
263,1,25.846,49.71,-443.02,0,0,0
263,2,25.38,48.771,-436.11,0,0,0
263,3,25.462,47.363,-434.72,0,0,0
263,4,24.837,46.893,-433.34,0,0,0
264,0,23.902,46.111,-430.93,0,0,0
264,1,23.981,45.093,-425.73,0,0,0
264,2,24.219,44.077,-423.66,0,0,0
264,3,23.361,43.059,-421.58,0,0,0
264,4,22.501,43.059,-417.77,0,0,0
265,0,22.66,42.12,-419.86,0,0,0
265,1,21.724,41.573,-416.4,0,0,0
265,2,21.881,41.025,-409.82,0,0,0
265,3,21.493,40.008,-407.75,0,0,0
265,4,21.259,39.695,-408.44,0,0,0
266,0,20.635,39.226,-405.69,0,0,0
266,1,20.013,38.756,-406.03,0,0,0
266,2,20.013,37.895,-403.26,0,0,0
266,3,18.843,37.035,-401.18,0,0,0
266,4,18.922,36.879,-397.74,0,0,0
267,0,18.375,36.096,-396.34,0,0,0
267,1,18.299,35.079,-391.16,0,0,0
267,2,17.599,35.079,-387.34,0,0,0
267,3,17.756,33.749,-387.34,0,0,0
267,4,16.664,33.514,-388.38,0,0,0
268,0,16.823,33.045,-385.61,0,0,0
268,1,16.432,32.654,-381.46,0,0,0
268,2,16.044,31.793,-384.24,0,0,0
268,3,15.339,31.323,-382.86,0,0,0
268,4,15.264,30.776,-380.44,0,0,0
269,0,15.186,29.994,-376.63,0,0,0
269,1,14.8,29.055,-375.24,0,0,0
269,2,13.784,28.507,-372.82,0,0,0
269,3,13.63,28.272,-373.86,0,0,0
269,4,13.866,27.255,-373.52,0,0,0
270,0,12.848,27.099,-375.6,0,0,0
270,1,13.008,26.316,-368.67,0,0,0
