Frame, SubFrame, Fx1(N), Fy1(N), Fz1(N), Fx2(N), Fy2(N), Fz2(N)
52,0,0,0,0,0,0,0
52,1,0,0,0,0,0,0
52,2,0,0,0,0,0,0
52,3,0,0,0,0,0,0
52,4,0,0,0,0,0,0
53,0,0,0,0,0,0,0
53,1,0,0,0,0,0,0
53,2,0,0,0,0,0,0
53,3,0,0,0,0,0,0
53,4,0,0,0,0,0,0
54,0,0,0,0,0,0,0
54,1,0,0,0,0,0,0
54,2,0,0,0,0,0,0
54,3,0,0,0,0,0,0
54,4,0,0,0,0,0,0
55,0,0,0,0,0,0,0
55,1,0,0,0,0,0,0
55,2,0,0,0,0,0,0
55,3,0,0,0,0,0,0
55,4,0,0,0,0,0,0
56,0,0,0,0,0,0,0
56,1,0,0,0,0,0,0
56,2,0,0,0,0,0,0
56,3,0,0,0,0,0,0
56,4,0,0,0,0,0,0
57,0,0,0,0,0,0,0
57,1,0,0,0,0,0,0
57,2,0,0,0,0,0,0
57,3,0,0,0,0,0,0
57,4,0,0,0,0,0,0
58,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0
58,2,0,0,0,0,0,0
58,3,0,0,0,0,0,0
58,4,0,0,0,0,0,0
59,0,0,0,0,0,0,0
59,1,0,0,0,0,0,0
59,2,0,0,0,0,0,0
59,3,0,0,0,0,0,0
59,4,0,0,0,0,0,0
60,0,0,0,0,0,0,0
60,1,0,0,0,0,0,0
60,2,0,0,0,0,0,0
60,3,0,0,0,0,0,0
60,4,0,0,0,0,0,0
61,0,0,0,0,0,0,0
61,1,0,0,0,0,0,0
61,2,0,0,0,0,0,0
61,3,0,0,0,0,0,0
61,4,0,0,0,0,0,0
62,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0
62,2,0,0,0,0,0,0
62,3,0,0,0,0,0,0
62,4,0,0,0,0,0,0
63,0,0,0,0,0,0,0
63,1,0,0,0,0,0,0
63,2,0,0,0,0,0,0
63,3,0,0,0,0,0,0
63,4,0,0,0,0,0,0
64,0,0,0,0,0,0,0
64,1,0,0,0,0,0,0
